covariate	log(HR)	log(HR) lower 95%	log(HR) upper 95%	pvalue	BH-corrected pvalue	prognostic association
POMK	0.5976926149414266	0.2802610717483353	0.9151241581345178	0.00022388330633333223	0.014420339867642617	unfavorable
RNF139	0.032810190263027283	-0.22626271747274695	0.2918830979988015	0.8039650465721445	0.9108958569932182	not prognostic
KLKB1	0.08016608181412052	-0.19513761575615904	0.35546977938440005	0.568186241013548	0.7781813394208804	not prognostic
PTEN	-0.0014969337386775126	-0.3047948393026398	0.3018009718252848	0.9922818263602697	0.9970706163191353	not prognostic
MDH1	-0.3995930502705411	-0.6698902261499161	-0.12929587439116608	0.003761412207986326	0.05370960685502644	not prognostic
TXNL1	-0.18084768732722684	-0.4582141098596245	0.09651873520517085	0.20127400545057733	0.4613431056833126	not prognostic
SHE	0.19908337572634036	-0.38014407199097844	0.7783108234436592	0.5005342124904772	0.7291381068056041	not prognostic
RALGPS2	-0.013401064931254153	-0.2454737298694926	0.2186716000069843	0.9098891482180228	0.9616618514928531	not prognostic
ANP32B	0.3407435678678263	0.0025658958740400473	0.6789212398616125	0.04828686964520732	0.2108840702114835	not prognostic
VPS25	-0.6405633812458827	-1.0134331100436647	-0.2676936524481009	0.0007596942216585563	0.023616466550378662	favorable
USP32	-0.05908339223203005	-0.3626372809494598	0.24447049648539967	0.7028432391176634	0.8598736703772125	not prognostic
MGAT1	-0.15634937420012493	-0.44034764045301855	0.12764889205276872	0.2805798586579348	0.5529455149822783	not prognostic
USP30	-0.1087516954910412	-0.3933364497631431	0.1758330587810607	0.4538668939524514	0.6971127640343623	not prognostic
ZBTB10	0.024903345961368933	-0.29448351863092825	0.34429021055366615	0.8785378535533122	0.9461745943537596	not prognostic
TSKU	0.0019816619380016594	-0.2886602261758774	0.2926235500518807	0.989337805807463	0.9961247610654764	not prognostic
NDUFS3	-0.2767225811565087	-0.6398211573159417	0.08637599500292426	0.1352497639537582	0.37166701555494086	not prognostic
ARHGAP42	-0.004407451451508052	-0.38956041776204686	0.38074551485903074	0.9821060577042116	0.9933117413720974	not prognostic
MUM1	-0.2695014407224087	-0.6193654910111002	0.08036260956628272	0.13110294666978953	0.36634353356261723	not prognostic
ERN1	-0.005668681155379064	-0.3373004706793001	0.325963108368542	0.9732740721198987	0.9897458845626367	not prognostic
TMEM68	0.17456328484535702	-0.08458128532101969	0.4337078550117337	0.18674881663589607	0.44419823468150305	not prognostic
STK16	-0.30654863582076863	-0.6566410242215468	0.043543752580009476	0.08612767547864705	0.2875097235497118	not prognostic
ZC3H8	0.08160319645525038	-0.32877652286106174	0.4919829157715625	0.6967325376510607	0.8568470342843334	not prognostic
MAN2B1	-0.01833435231427749	-0.27378887755125847	0.2371201729227035	0.8881310103871274	0.9504466813287057	not prognostic
PDP1	0.03993665959649419	-0.22826400796056456	0.3081373271535529	0.7704011725502148	0.8924054467385267	not prognostic
METTL2B	-0.03998347312955686	-0.3544864408520159	0.2745194945929022	0.8032256864814827	0.9110958534231237	not prognostic
VDAC1	-0.34918186999537904	-0.6283533432273841	-0.07001039676337395	0.014226923434341704	0.10614470458971773	not prognostic
ZNF22	-0.095727790125412	-0.35754523023696183	0.16608964998613784	0.47360999825780503	0.7116868604233179	not prognostic
CASP9	-0.08262663677224816	-0.39972961114169514	0.2344763375971988	0.6095594992899707	0.8051617287021404	not prognostic
DNAJA3	-0.2860247948184927	-0.5507354481152402	-0.0213141415217451	0.03419390582094565	0.17026587253332948	not prognostic
PDCD5	0.19188934495653254	-0.11029606407993009	0.49407475399299516	0.2132833902902772	0.4754796297980209	not prognostic
FAM20B	0.055895184334384666	-0.23833133847222765	0.350121707140997	0.7096391012640092	0.8635855475895983	not prognostic
YEATS2	0.15290041771947427	-0.22939357864945498	0.5351944140884035	0.43310025079258396	0.6809881533800499	not prognostic
SMARCA5	0.5561446503907793	0.12205674642354325	0.9902325543580154	0.012036710538346799	0.09734839155358527	not prognostic
BNIP3L	0.07498739248499192	-0.22474543048401185	0.3747202154539957	0.6238895588259132	0.8132910920454864	not prognostic
MTERF1	-0.17362062691392643	-0.5061725972147162	0.15893134338686327	0.3061806004621951	0.5797874187686194	not prognostic
PPP6R3	0.07437377049902003	-0.19260406239255742	0.34135160339059745	0.5850658990677445	0.7894642041226099	not prognostic
NR2F2	0.25226658257651247	-0.10132419201084636	0.6058573571638712	0.16201668524382062	0.41149939942919883	not prognostic
UTP15	0.5857915917701781	0.17505612074788907	0.9965270627924672	0.005185096441496755	0.06239538768914039	not prognostic
IARS2	-0.17593647194564435	-0.43148265771462835	0.07960971382333962	0.1772146444236814	0.4310249148397771	not prognostic
PTCD2	-0.04327951921311819	-0.437938863489872	0.35137982506363563	0.8298176156714163	0.9224431478900161	not prognostic
SLC38A9	-0.17516188801789204	-0.47711408383231557	0.12679030779653147	0.25555026789769086	0.5252391066317783	not prognostic
FBXL20	0.2541029291147094	-0.05800289560005989	0.5662087538294787	0.11055197769106376	0.33202678841599925	not prognostic
CDC123	0.41907924331817487	0.07433672934826385	0.7638217572880859	0.01719130785962058	0.11776111650128772	not prognostic
FAM91A1	0.13141138159381532	-0.31396030681894316	0.5767830700065738	0.563056853995906	0.7757845512196594	not prognostic
CEBPZOS	-0.024510692482074683	-0.3314298351903756	0.2824084502262263	0.8756203559469077	0.9450788483173798	not prognostic
HPS3	0.3119091564748594	-0.038960381652448306	0.6627786946021671	0.08145062177897716	0.27801273991124004	not prognostic
AGFG2	-0.08618748988318928	-0.3279914421140803	0.15561646234770177	0.484801694563433	0.7211213775421857	not prognostic
FAM208B	0.2082092701106788	-0.2541250811611247	0.6705436213824822	0.37742159911335116	0.6390044585593481	not prognostic
PSMG4	0.1748051537179759	-0.12261733117913953	0.4722276386150913	0.2493471828012672	0.518440624156931	not prognostic
SREK1IP1	-0.19528138454682437	-0.7437936517531802	0.35323088265953145	0.48531069398316073	0.7210399341571918	not prognostic
GTPBP10	-0.22559764720778813	-0.5176235146361887	0.06642822022061246	0.1299944890155987	0.3641554005496418	not prognostic
ARHGAP18	0.16335517918600204	-0.14768671659325291	0.47439707496525696	0.3033163041366674	0.5772939776648773	not prognostic
JAGN1	0.1477580895152851	-0.22435921307425502	0.5198753921048253	0.43642126047973107	0.6838081107936703	not prognostic
PPOX	-0.3621870763084224	-0.657990351673231	-0.06638380094361368	0.016403285747856003	0.11437587017177164	not prognostic
LRPPRC	-0.019343578212719877	-0.27671454444398336	0.23802738801854362	0.8828891809852669	0.9475553629059092	not prognostic
C6orf47	0.038610222776671844	-0.22026899550064846	0.29748944105399217	0.7700447061289162	0.8925699448436285	not prognostic
PLEKHA6	-0.14751292181142825	-0.3903292655157331	0.09530342189287663	0.23377365261851565	0.49975537533275327	not prognostic
CLDN12	-0.4411877977556325	-0.8329689156639781	-0.049406679847286805	0.027304918660203525	0.1509950196200137	not prognostic
AUP1	-0.1007668500669512	-0.38422341915997404	0.18268971902607167	0.4859569820641215	0.721281972881313	not prognostic
NUTF2	0.18967911952987407	-0.08752662687258075	0.4668848659323289	0.17988375225065356	0.4345653626281979	not prognostic
TOP2B	0.4627999902066941	0.0923936561908063	0.8332063242225819	0.014331122472012087	0.10656689326571779	not prognostic
CCDC28A	-0.5511837123025821	-0.9690213192199599	-0.13334610538520425	0.009725063746055598	0.08777066100648767	not prognostic
GMPPA	-0.2806330900753285	-0.6192923245211568	0.058026144370499855	0.10434546624818163	0.3221396411448173	not prognostic
SNX24	0.07093957308042471	-0.23132790937783176	0.37320705553868116	0.6455257989675534	0.827756012339803	not prognostic
ITGA5	0.18485273724311346	-0.061018072891769526	0.43072354737799645	0.14060084689763297	0.3791564404441289	not prognostic
NSA2	0.1429131605216593	-0.17884662778402216	0.4646729488273408	0.38400557083864584	0.6429777212864028	not prognostic
CUEDC2	0.023269039829839196	-0.30425057960284646	0.35078865926252484	0.8892541117424756	0.9510801651451898	not prognostic
METTL5	-0.018526537317913823	-0.3168382236951672	0.27978514905933954	0.9031185234248676	0.9573312976820791	not prognostic
HSPG2	-0.38183292346094394	-0.6819795787008662	-0.08168626822102165	0.012653440272161877	0.09981167467547603	not prognostic
TADA1	0.15372420632129197	-0.27436585938670405	0.581814272029288	0.4815513398370813	0.7177175204863309	not prognostic
TRAF2	0.08582527662524193	-0.19619706025989625	0.3678476135103801	0.5508693697435986	0.7660660868770485	not prognostic
SLC30A9	-0.21006430658976613	-0.47185851869379936	0.05172990551426712	0.11579297395839931	0.342256353862512	not prognostic
VPS26B	-0.30023440819152664	-0.6612251347816593	0.060756318398606124	0.10308174314629574	0.31989284103597426	not prognostic
NPRL3	-0.4670694964279046	-0.8528870636208891	-0.08125192923492008	0.017657354906866346	0.11940052755375709	not prognostic
DDX49	0.3970583620673885	0.06957248771797131	0.7245442364168057	0.017485008961105584	0.1186833094986947	not prognostic
HEXIM1	-0.1689036441163922	-0.4335942318178226	0.0957869435850382	0.2110487196899049	0.4724979213262612	not prognostic
DPM1	0.052312267410643126	-0.260735813966262	0.3653603487875483	0.743273042432309	0.8791813382080146	not prognostic
MAN2A2	0.2683314295571757	-0.012870012507704476	0.5495328716220559	0.06144765773046936	0.24002656180667198	not prognostic
COMMD9	0.203679009577552	-0.1601458120663086	0.5675038312214126	0.27253604018444694	0.5458646907765892	not prognostic
CRTC1	0.006625161643974035	-0.3123532476119733	0.32560357089992137	0.9675284210544643	0.9894097034495282	not prognostic
ZNF512	0.10403853364965157	-0.17214932568706062	0.38022639298636374	0.4603271458054914	0.7025756795766389	not prognostic
RPS15A	-0.09462164686045461	-0.4464024298539782	0.257159136133069	0.598062226676392	0.7986949754525264	not prognostic
CTU2	0.31259306572181733	0.022197615060532416	0.6029885163831022	0.03487712098714124	0.17270733639263028	not prognostic
POLD4	-0.05227613966325975	-0.3575172903735513	0.25296501104703173	0.7371220685164961	0.8761887784689577	not prognostic
FXR1	0.34172101118211684	-0.04432204173341214	0.7277640640976458	0.08275173586364747	0.28095422494775724	not prognostic
INF2	0.2770161595164062	0.038106023760458574	0.5159262952723538	0.023051678874030944	0.13973031886201695	not prognostic
LRP6	-0.14067245634387515	-0.42918886663403966	0.14784395394628935	0.33926268369428797	0.6080918532762684	not prognostic
MTPAP	-0.1880000905168036	-0.4681590147834424	0.09215883374983519	0.18843263413547562	0.44501117737138307	not prognostic
TLR1	0.37542466581383155	-0.10539512730626294	0.856244458933926	0.12593204584178183	0.35656850297959286	not prognostic
OGFOD1	0.20836433646463798	-0.06622280809436887	0.4829514810236448	0.1369421948275249	0.37379374094232637	not prognostic
BLZF1	-0.23304798464611243	-0.6926523790540503	0.22655640976182545	0.32030879391412725	0.5928725722375814	not prognostic
ATP6V0D1	0.44954251675503104	0.15390713961093833	0.7451778938991238	0.0028795022347872096	0.04713013438400345	unfavorable
IMPACT	-0.22926170211574198	-0.5380287949630644	0.07950539073158053	0.1455898752222713	0.38667046955354345	not prognostic
BCL2L1	-0.19304635000680467	-0.4416906356405119	0.05559793562690257	0.12808236829569822	0.36049086556158005	not prognostic
KLHDC2	-0.39846681510403115	-0.7579974508054899	-0.03893617940257238	0.029838869605616464	0.15892171301551708	not prognostic
CARD10	0.08510389646216153	-0.26473802685223563	0.4349458197765587	0.6335128044296412	0.8196300777541297	not prognostic
CHAMP1	0.3617401188918671	0.13710379326084177	0.5863764445228924	0.0015983816097367928	0.03423519270807059	unfavorable
GALNT11	0.29407147912428094	-0.05563472757252502	0.6437776858210869	0.0993211764604181	0.3127761142631457	not prognostic
PSME2	-0.5729190893956769	-0.8828791985947404	-0.26295898019661346	0.00029151371622096575	0.01641460566871891	favorable
ZNF208	-0.023627801083764097	-0.39394366016814264	0.3466880580006144	0.9004804585689943	0.9562331331476938	not prognostic
PUS3	-0.3110848699269659	-0.589187567170316	-0.03298217268361575	0.028349913467335373	0.1537351758165073	not prognostic
DPH5	-0.24611638030880162	-0.5295106904718418	0.03727792985423861	0.08872750665752016	0.292265403644142	not prognostic
CARD8	-0.2904028021028851	-0.6703073198816358	0.08950171567586568	0.13407713575432784	0.3699206768593212	not prognostic
PA2G4	0.5853567297783732	0.19379812222072867	0.9769153373360177	0.003389302791593748	0.05091346961936045	not prognostic
NUP210	0.18816834868626733	-0.1302969417323113	0.5066336391048459	0.24683792185957554	0.5151375091861958	not prognostic
TMEM223	-0.4656480793991229	-0.8176691166562503	-0.11362704214199548	0.009525055533085476	0.08657646922610586	not prognostic
TRMT5	-0.3263711783723262	-0.6833965413796468	0.030654184634994308	0.07318399187026323	0.264093623222276	not prognostic
SLC35B3	-0.25179362605322736	-0.6016332033337891	0.0980459512273344	0.15834342306241805	0.4066691528048849	not prognostic
PRKCD	0.2934937551234284	0.040292428283425386	0.5466950819634314	0.023095152856702623	0.13971006995003957	not prognostic
ATP5B	-0.5290726465838935	-0.8364699256919724	-0.22167536747581462	0.0007425535215908478	0.02349145469541647	favorable
TXNDC5	0.06927089112917846	-0.18704968516762516	0.32559146742598205	0.5963322777336162	0.7975743774348769	not prognostic
PPP1R3D	0.4018563504637133	0.14619248875693097	0.6575202121704957	0.0020651375348456347	0.03925515148508061	unfavorable
ELMOD2	-0.05722866069330174	-0.30438764105490873	0.18993031966830523	0.6499571485123279	0.8296359211050572	not prognostic
UBN1	-0.09164717876312649	-0.4801754285385641	0.2968810710123111	0.6438504028243413	0.8269104370228558	not prognostic
WDR75	0.5530579386261341	0.16578794356146015	0.9403279336908079	0.005125911864072102	0.06201660664734802	not prognostic
ARHGEF5	0.012474578402918463	-0.24018651465320726	0.26513567145904415	0.9229099588333163	0.969131229349599	not prognostic
DAGLB	0.5803913611682342	0.20439657831094327	0.9563861440255251	0.0024827928121863656	0.043078379937024285	unfavorable
LAS1L	0.36866836262824304	-0.018559068402096923	0.7558957936585831	0.062037634480275626	0.24106898502686966	not prognostic
FAM133B	0.13119053945033016	-0.40696203664839287	0.6693431155490532	0.6327933130150334	0.8189358964185595	not prognostic
ZNF516	0.33832511242610985	-0.03303244131049421	0.7096826661627139	0.07416012560805771	0.26568851723447007	not prognostic
SIPA1L3	0.09665384037919762	-0.23828849692232207	0.4315961776807173	0.5716765680113243	0.7808116420145517	not prognostic
DHX57	0.310374326862497	-0.09167627976810322	0.7124249334930972	0.13026706488664222	0.36480482700347444	not prognostic
JUP	-0.1252275769797873	-0.38051426843765845	0.13005911447808385	0.33633353145115363	0.6059959965953268	not prognostic
SEC24B	-0.29243273577890927	-0.6786799159616975	0.09381444440387898	0.13783171536019054	0.3750782211610291	not prognostic
GEMIN7	-0.040709551783387914	-0.3960465212264093	0.3146274176596335	0.8223330028550133	0.9179984257557274	not prognostic
CCPG1	0.022110382403701726	-0.192677729346445	0.23689849415384845	0.84010470405194	0.9270870720297077	not prognostic
DERL1	-0.10960131584932313	-0.368705959914274	0.14950332821562773	0.40706754010669	0.6617896652578892	not prognostic
TRAM2	0.19090293470332342	-0.12757679674473954	0.5093826661513864	0.2400585467344708	0.5074956715262614	not prognostic
STARD13	0.021713249567267598	-0.3013151431642883	0.34474164229882354	0.8951864523341823	0.9543467858713901	not prognostic
PYCRL	-0.08510565230585285	-0.3392315143528408	0.16902020974113516	0.5115774278483983	0.7381390348955215	not prognostic
PTPMT1	-0.10286712327387375	-0.3839240211228757	0.1781897745751282	0.4731588407788485	0.7111282695136865	not prognostic
AGPAT1	0.03269440125275103	-0.26685147416785093	0.332240276673353	0.8306068523812148	0.9226331450830045	not prognostic
PTP4A2	0.22087761926059477	-0.12266731066365258	0.5644225491848421	0.20762151817910632	0.46892922609927823	not prognostic
MRPL28	-0.0772073398850689	-0.40054909775079217	0.24613441798065439	0.6397853353988161	0.8234614876115008	not prognostic
TELO2	0.3513791432148699	-0.0465840050747221	0.7493422915044619	0.08353414650886572	0.282752821812429	not prognostic
SGK3	-0.11619151108949001	-0.3922396926857017	0.1598566705067217	0.4093892220692543	0.6638764182550324	not prognostic
ATG101	0.16213703339392613	-0.2957435662063881	0.6200176329942403	0.48766356865837357	0.7224974234980007	not prognostic
MRPL55	-0.014151113678935174	-0.3219194063518057	0.29361717899393536	0.9281929028775971	0.9719428139722956	not prognostic
ASF1A	-0.07178257899292881	-0.37708732002257705	0.2335221620367194	0.6449260152389762	0.8272238702628301	not prognostic
CRK	-0.281787545550289	-0.6894247783087604	0.1258496872081824	0.1754605560295317	0.4288556806258251	not prognostic
C20orf27	0.16377372595703915	-0.1416893739095535	0.4692368258236318	0.2933354486743126	0.5675885610505987	not prognostic
VAMP2	-0.017842309254886345	-0.3467469845540882	0.31106236604431553	0.91532571760868	0.9647882210678728	not prognostic
CST3	0.21280898483267854	-0.00406043663394226	0.4296784062992993	0.05444644322670825	0.2251542753850896	not prognostic
RBM43	-0.3656187520378242	-0.7237646762201333	-0.007472827855515007	0.04540755986456332	0.20306387785586183	not prognostic
PSMA2	-0.8566957570850766	-1.3670936073511668	-0.3462979068189863	0.0010026840312336199	0.026717351582245828	favorable
NAA25	0.4915116671124436	0.07686005430536802	0.9061632799195192	0.02016497438505529	0.12923193677122405	not prognostic
CDK5	-0.010780788184394425	-0.2889955444173612	0.26743396804857233	0.939460176204066	0.977226322476473	not prognostic
SPATS2L	0.06307904819024786	-0.18332965770986626	0.309487754090362	0.6158516839582429	0.8084633616536874	not prognostic
P4HB	-0.42988540942792614	-0.698076066001819	-0.16169475285403317	0.0016800141705334989	0.035060995032136166	favorable
SETD2	-0.12380502292359198	-0.5173956291549451	0.2697855833077611	0.5375565635447671	0.7547034520019288	not prognostic
SSH1	0.2731703284050801	-0.049622893200845286	0.5959635500110054	0.09718444865117674	0.3094211837745325	not prognostic
L3MBTL3	0.06136422313161892	-0.3120059356409524	0.4347343819041903	0.7473583954845427	0.881103465205835	not prognostic
TMEM63B	-0.04711568824341203	-0.3452558806379856	0.2510245041511615	0.756760955171522	0.8854261410939148	not prognostic
MRPS2	-0.1031143447508688	-0.36414619096105083	0.15791750145931327	0.43879090424142897	0.6858406015491469	not prognostic
ABHD4	-0.13318101092827914	-0.4144112476491776	0.14804922579261928	0.35331844184613204	0.6196395709791224	not prognostic
USP11	0.19854826601447503	-0.08302295258601147	0.48011948461496157	0.166954225267787	0.41799249967072066	not prognostic
TFCP2	0.15712719745992912	-0.16096020204998948	0.4752145969698477	0.3329579515059782	0.6031915297112551	not prognostic
MEIS1	0.287774754463718	-0.03313479235559985	0.6086843012830359	0.07881690130244266	0.2728722804952704	not prognostic
CCDC12	0.1803604066281737	-0.20023141561547764	0.560952228871825	0.35298427779978125	0.6194175302119642	not prognostic
FAM188A	-0.09326584046033076	-0.36981236946248847	0.18328068854182694	0.5086113103327947	0.7365896249449225	not prognostic
MGAT4B	-0.14366334457647972	-0.38648127177809355	0.09915458262513413	0.24620614361308246	0.5145386563417197	not prognostic
WDR59	-0.6183003493234587	-1.1092511548427453	-0.12734954380417196	0.013573135166083097	0.10359785093089682	not prognostic
ATP8A1	0.28942390891922487	0.0027288771043258997	0.5761189407341238	0.04785883998816374	0.2097308832178316	not prognostic
COMMD1	0.18890711020553833	-0.17695929405434677	0.5547735144654234	0.3115454616328471	0.5842619434434185	not prognostic
UACA	-0.11260344248675198	-0.3839456739690453	0.15873878899554134	0.4160121623916382	0.6680819533439168	not prognostic
STAP2	-0.12011098180927747	-0.3668137171704722	0.12659175355191726	0.339963032379219	0.6083727821089641	not prognostic
H1FX	-0.03757719630269303	-0.29879271526050405	0.22363832265511802	0.7779811573946265	0.8959692953632739	not prognostic
TXLNA	-0.08965404303143575	-0.3769655542165463	0.1976574681536748	0.5408047986563618	0.7574820654521913	not prognostic
PITHD1	-0.04265433338844565	-0.33122619397836317	0.24591752720147186	0.7720412776886261	0.8933805815104393	not prognostic
TNFAIP1	-0.082766539150216	-0.521336433871823	0.355803355571391	0.7114698597463129	0.8644035356640981	not prognostic
PCNT	0.10703709023739152	-0.20363231096868525	0.4177064914434683	0.49949787048931293	0.7285768058798988	not prognostic
HELZ2	-0.2645440291447235	-0.5671679314539827	0.03807987316453565	0.08665053454893797	0.2885021330668061	not prognostic
DNAJC1	0.018671702023824805	-0.21290018111572434	0.25024358516337397	0.874431257677371	0.9448205467035363	not prognostic
NKIRAS1	-0.4430146887613495	-0.7589465943498156	-0.12708278317288335	0.005989523487393325	0.06677983036442396	not prognostic
EEF1G	0.009874252656390118	-0.3243369309681652	0.34408543628094546	0.9538226773267598	0.9832555475079425	not prognostic
HECA	-0.41785601429529834	-0.7594570020233797	-0.076255026567217	0.016508123519652855	0.1147494020741087	not prognostic
MRPL4	-0.13853302095221473	-0.44096924249411706	0.16390320058968763	0.3693054220860398	0.6325600619736587	not prognostic
SHROOM1	-0.18038660748594684	-0.44200423975851155	0.08123102478661784	0.1765658827727566	0.43014812203115366	not prognostic
OLA1	0.1226306831576567	-0.1768514422249422	0.42211280854025557	0.42223035490838434	0.6725188342812248	not prognostic
FYTTD1	-0.26528761947570123	-0.5903912245225684	0.05981598557116591	0.10974304060812193	0.33137586595767815	not prognostic
ZDHHC14	-0.39334686717101897	-0.7050028790323124	-0.08169085530972553	0.013371927163713895	0.10320591715235389	not prognostic
PARP16	-0.053921737903114296	-0.4056237309903306	0.29778025518410206	0.7637996664154784	0.8886677600283012	not prognostic
RUFY3	-0.23049578964248532	-0.5534143922244572	0.09242281293948659	0.16181268471716523	0.41133133625007956	not prognostic
FAM175A	-0.016258470473489363	-0.4378692082794976	0.40535226733251883	0.9397519710703011	0.9770757632089659	not prognostic
USP48	0.1680711568847748	-0.13916933587250413	0.47531164964205375	0.28364459566266337	0.5559260212276325	not prognostic
TMEM64	0.4290551835246699	0.05237697635837357	0.8057333906909663	0.02558217891933042	0.14644325311046372	not prognostic
JOSD2	0.030978558165907128	-0.27294949318041306	0.3349066095122273	0.8416575017043247	0.9279999523101995	not prognostic
STX17	-0.33480590920538195	-0.6821583112589218	0.012546492848157953	0.058869135538292296	0.23435098731628765	not prognostic
DDX17	0.7557935550251983	0.26846767681287126	1.2431194332375253	0.0023680797937112694	0.04190003634999406	unfavorable
SRRT	0.5058528970320023	0.07240547529536878	0.9393003187686358	0.02217439315894913	0.1361641577174702	not prognostic
SAP30L	-0.19143878888858162	-0.46895036836922344	0.08607279059206019	0.17635517069561396	0.42998579608873416	not prognostic
DNM3	0.3725369275316361	0.07938487035299746	0.6656889847102747	0.01274854374699148	0.10020870251695761	not prognostic
SPIN1	0.32614361820658583	0.045217751951771856	0.6070694844613997	0.02287959243201925	0.1388752481653345	not prognostic
DEPDC5	-0.5563674121791135	-0.9551900156260846	-0.15754480873214227	0.0062532369383001525	0.06769677183627723	not prognostic
GADD45GIP1	-0.057393213437469545	-0.3714839043712017	0.2566974774962626	0.7202380903694198	0.8686907750340045	not prognostic
SGPP1	0.33271145738479224	-0.047218757319042515	0.712641672088627	0.0860935488794233	0.2875030000438183	not prognostic
MLXIPL	-0.400277031986115	-0.6648707876992375	-0.13568327627299243	0.003026528821419903	0.04762128741330825	favorable
RAB1A	0.45933343952264755	0.10225788766444621	0.8164089913808489	0.011693849257934185	0.09640426556748136	not prognostic
BTF3L4	-0.06607386815443284	-0.394221934544734	0.2620741982358683	0.6931039800644454	0.8550861145813669	not prognostic
CMTM7	0.2956397980726245	-0.008409343226503663	0.5996889393717527	0.05668192068020231	0.22962589857459334	not prognostic
CLCN7	0.10163016437012351	-0.21067486450669687	0.4139351932469439	0.523596970130479	0.7457466868562168	not prognostic
ELL2	-0.04402573421724188	-0.4112177919819399	0.32316632354745617	0.8142114390745001	0.9147490292425648	not prognostic
SPRYD3	0.012049337506431938	-0.41559035958553536	0.43968903459839925	0.9559594631826904	0.9840985482206079	not prognostic
DSN1	0.3964939396933968	0.1179430722301365	0.675044807156657	0.005273322367950989	0.06303345148233004	not prognostic
TMED7	-0.32204391117655856	-0.5971761497241415	-0.04691167262897572	0.021781917095801892	0.13458488872237015	not prognostic
CDK19	0.13731360976372825	-0.1916339410787512	0.4662611606062077	0.4132693007185684	0.6664265218539883	not prognostic
ZFYVE9	-0.1065258762502266	-0.4940044637933184	0.28095271129286525	0.5900009671435982	0.7928968266041181	not prognostic
C2orf69	0.15506581804025912	-0.12254617461792919	0.43267781069844746	0.273614038728696	0.5464346394686628	not prognostic
TBCB	0.08589456618460187	-0.209674096501155	0.3814632288703588	0.5689620060415777	0.7787672894190865	not prognostic
TARS	0.06887536450597927	-0.1922721340791375	0.330022863091096	0.6052096828810978	0.803923188551108	not prognostic
BAG1	-0.2371586850385072	-0.5118728102278494	0.03755544015083492	0.09064168340086247	0.2967148049315984	not prognostic
AGO4	-0.3079448851277124	-0.8263529153010725	0.21046314504564773	0.24431932507027815	0.511909880026726	not prognostic
DDX41	0.38296214254143246	-0.024082046082615494	0.7900063311654804	0.0651822368632309	0.24769803337712487	not prognostic
FASTKD1	-0.1920163206345573	-0.5003039969006731	0.11627135563155844	0.22217713723654212	0.48658314816016673	not prognostic
POGZ	0.44291713521697135	0.11692155776485946	0.7689127126690832	0.0077464776485314125	0.0768042241276874	not prognostic
KIAA0391	-0.43330251046692303	-0.7267168837693956	-0.13988813716445042	0.0037988903312853478	0.05364584406308788	not prognostic
TMCO1	-0.04852625372813114	-0.32308557913663694	0.22603307168037468	0.7290356681453014	0.8729512286886296	not prognostic
MYL6	-0.03152473180520579	-0.34821404996466	0.28516458635424846	0.8453115652449193	0.9297388751397743	not prognostic
MTMR6	-0.0014441020980012756	-0.3884980718828327	0.38560986768683014	0.994165405816841	0.9977315186950093	not prognostic
BOLA1	0.29279372161816886	-0.045479057754303776	0.6310665009906415	0.08979940897725877	0.2948199884757601	not prognostic
DNAJB6	0.3859031507476935	0.06489042568849862	0.7069158758068883	0.01846512746199349	0.12227683888108558	not prognostic
POLR3F	0.3338704621136664	-0.020178763264455113	0.6879196874917879	0.06456512322012486	0.24660902226526363	not prognostic
HECTD3	-0.34310054797399303	-0.782659686223361	0.09645859027537501	0.12605095034836097	0.35667956968042847	not prognostic
SFT2D2	0.2553440352054391	-0.0517117467468135	0.5623998171576916	0.10312614903196905	0.31991975477589013	not prognostic
PDE5A	0.1983008324732247	-0.1564583477226202	0.5530600126690696	0.2732682617303002	0.5465975753510675	not prognostic
NEK6	0.17921870949632035	-0.12621149900829648	0.4846489180009372	0.25012030541547475	0.5190837029171872	not prognostic
MYH14	-0.1686272589978373	-0.3956339382307542	0.05837942023507961	0.14541499188274926	0.3863206000968113	not prognostic
TTYH3	0.3303437362947899	0.08641748601840485	0.574269986571175	0.007946504454752545	0.0775845740276985	not prognostic
INIP	0.05392714495100845	-0.31929686433446836	0.4271511542364852	0.7770271790322544	0.8960232269288735	not prognostic
PTPN6	-0.05438866541113977	-0.37891642987189283	0.27013909904961325	0.7425512207209843	0.8789081278576114	not prognostic
PLIN3	0.2980392494914002	0.02250925033836615	0.5735692486444343	0.03399912963935728	0.16995768155285634	not prognostic
PIP4K2C	0.028711731481161313	-0.21457690620399375	0.27200036916631637	0.8170776029833307	0.9155564179611714	not prognostic
CDC73	0.6161711770394314	0.18238813218258804	1.0499542218962747	0.0053684899134923865	0.06349285362681285	not prognostic
PAGR1	0.2948066010914578	-0.0565364433100522	0.6461496454929678	0.10005729014301079	0.31398980674741517	not prognostic
CCNL1	0.055881539905497754	-0.2941301430385461	0.40589322284954166	0.7543411171604328	0.8847918278445376	not prognostic
WASL	0.05241239504288645	-0.33036352846413414	0.4351883185499071	0.7884128562998143	0.9019499492016658	not prognostic
TBC1D8B	0.009645626618364754	-0.23947761785237706	0.25876887108910657	0.9395094302562108	0.9771640252188494	not prognostic
PCBP2	0.021386117959711043	-0.2997288242317806	0.34250106015120263	0.8961449339544859	0.954686529473407	not prognostic
TRAP1	-0.17003947164184482	-0.40133812788015993	0.061259184596470284	0.1496214793918311	0.39145561221363645	not prognostic
