"","coefficients.ConditionC...ConditionA","coefficients.ConditionC...ConditionB","coefficients.ConditionC...ConditionD","coefficients.ConditionA...ConditionB","coefficients.ConditionA...ConditionD","coefficients.ConditionB...ConditionD","df.residual","sigma","stdev.unscaled.ConditionC...ConditionA","stdev.unscaled.ConditionC...ConditionB","stdev.unscaled.ConditionC...ConditionD","stdev.unscaled.ConditionA...ConditionB","stdev.unscaled.ConditionA...ConditionD","stdev.unscaled.ConditionB...ConditionD","Amean","s2.post","t.ConditionC...ConditionA","t.ConditionC...ConditionB","t.ConditionC...ConditionD","t.ConditionA...ConditionB","t.ConditionA...ConditionD","t.ConditionB...ConditionD","df.total","p.value.ConditionC...ConditionA","p.value.ConditionC...ConditionB","p.value.ConditionC...ConditionD","p.value.ConditionA...ConditionB","p.value.ConditionA...ConditionD","p.value.ConditionB...ConditionD","lods.ConditionC...ConditionA","lods.ConditionC...ConditionB","lods.ConditionC...ConditionD","lods.ConditionA...ConditionB","lods.ConditionA...ConditionD","lods.ConditionB...ConditionD","F","F.p.value"
"Cytosolic DNA-sensing pathway_Homo sapiens_hsa04623",-0.201784650679891,-0.225195244131832,0.080169186490866,-0.0234105934519406,0.281953837170757,0.305364430622698,8,0.166972146030916,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,7.29313209871761e-05,0.022253123520687,-1.65667861997596,-1.84888268268391,0.658199604344431,-0.192204062707948,2.31487822432039,2.50708228702834,11.6319450597957,0.124287684206888,0.0900373775699298,0.52322362700448,0.850896935861149,0.0397591578330295,0.0281028804495994,-6.17944504289298,-5.93245053162621,-7.217658992102,-7.58321323877638,-5.11666503405642,-4.57307786789657,3.04620718874308,0.0715782503113915
"RIG-I-like receptor signaling pathway_Homo sapiens_hsa04622",0.40432972424418,0.24647559901985,0.605789167553555,-0.15785412522433,0.201459443309374,0.359313568533704,8,0.113981173165952,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00664666003620785,0.012013742480045,4.51795748638154,2.75410441288657,6.7690539196286,-1.76385307349497,2.25109643324707,4.01494950674203,11.6319450597957,0.000761022314170765,0.0179120224695222,2.32733854225575e-05,0.103974978222285,0.0445669887080542,0.00182223563200719,-1.14507132480286,-4.39490879407899,2.55774702586714,-6.11028929959548,-5.22538955677763,-1.83412424817301,16.3525923818358,0.000177702858743208
"Toll-like receptor signaling pathway_Homo sapiens_hsa04620",0.425102429747056,0.418716526307103,0.7414237714862,-0.00638590343995279,0.316321341739144,0.322707245179097,8,0.101885670250718,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0156547199008988,0.0102179856944506,5.15058515309696,5.07321288433222,8.98316735531766,-0.0773722687647363,3.83258220222071,3.90995447098544,11.6319450597957,0.000265954754594107,0.00030155249639527,1.41900411526533e-06,0.939642337720538,0.00251881546294707,0.00219464872093147,-0.0513532418436986,-0.220819450830486,5.49220837499803,-7.5999499017837,-2.3673271440539,-2.02432645687767,27.1576214821057,1.52434596099155e-05
"Hepatitis C_Homo sapiens_hsa05160",0.169803849655217,0.31710387402337,0.591337386486631,0.147300024368153,0.421533536831414,0.274233512463261,8,0.115882861018382,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00683934560799938,0.0123143832683373,1.87407440071508,3.49978079932489,6.52641421528755,1.62570639860981,4.65233981457247,3.02663341596266,11.6319450597957,0.0862470292030768,0.00458414970242613,3.27766079770221e-05,0.130778478365419,0.000605946194545944,0.0108712411727657,-5.85214202687989,-3.02948139282621,2.19850700253007,-6.31352590897935,-0.89754230943601,-3.64030930537879,15.3003999819342,0.000241134678535785
"Hepatitis B_Homo sapiens_hsa05161",0.152563783218209,0.311459382581529,0.583609546330385,0.15889559936332,0.431045763112175,0.272150163748855,8,0.0772369582239585,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00366476129416008,0.0071814224616967,2.20491494583865,4.50133991953685,8.43456673722805,2.2964249736982,6.2296517913894,3.9332268176912,11.6319450597957,0.0483892008731265,0.000782900704742271,2.69763511038775e-06,0.0410965642608122,5.03577333105982e-05,0.00210581680625114,-5.31514153169428,-1.21354333220644,4.8190965901068,-5.24872734673822,1.70193293152736,-1.98209859181559,25.9696715559239,1.90823190662958e-05
"Measles_Homo sapiens_hsa05162",-0.0224429533010255,-0.0889387790961413,0.418060730117179,-0.0664958257951159,0.440503683418204,0.50699950921332,8,0.09679369347577,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00681365055019661,0.00952219787870273,-0.28168066295972,-1.11626727207441,5.24706450338026,-0.834586609114695,5.52874516633998,6.36333177545467,11.6319450597957,0.783136830605494,0.286836559944721,0.000227662774420825,0.420760870715551,0.000145692401083728,4.14396516641276e-05,-7.47027008264172,-6.91380675810906,0.17015768744046,-7.23679719631578,0.588439467431066,2.08679327729808,16.7687719546959,0.000158166693738792
"Influenza A_Homo sapiens_hsa05164",0.34560783251786,0.452331188642913,0.564616960539886,0.106723356125053,0.219009128022026,0.112285771896973,8,0.0516913555559078,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00891090804907758,0.00491624568546453,6.03687824326311,7.9010602612041,9.86240334898789,1.86418201794099,3.82552510572478,1.96134308778379,11.6319450597957,6.69888246299877e-05,5.1942503771034e-06,5.3840605147635e-07,0.0877177252926252,0.00255074141375302,0.0742187887724344,1.39190610662484,4.04634101311917,6.50552171333796,-5.95672815910351,-2.38022157302427,-5.49102998232411,36.3490559386387,3.41746947734418e-06
"Herpes simplex infection_Homo sapiens_hsa05168",-0.00596158462745558,0.251815983942412,0.33661767822388,0.257777568569867,0.342579262851336,0.0848016942814686,8,0.0433908474629764,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0176962681623402,0.00437344353734925,-0.110406738549193,4.66355562136902,6.2340572705352,4.77396235991822,6.34446400908439,1.57050164916617,11.6319450597957,0.913968810606888,0.000594595301673,5.00333624260092e-05,0.000494049727134353,4.25892495180138e-05,0.143087174147302,-7.50648458398538,-0.927948501715431,1.75497761426643,-0.780726139081462,1.87784300062124,-6.07755751850332,21.0223043900582,5.40676650455685e-05
"Epstein-Barr virus infection_Homo sapiens_hsa05169",0.152651870298692,0.133123914639235,0.215446303988026,-0.0195279556594576,0.062794433689334,0.0823223893487916,8,0.0462385281675499,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00429087439726028,0.00454898483657922,2.77198269426032,2.41737744090587,3.91225751134655,-0.354605253354456,1.14027481708623,1.49488007044068,11.6319450597957,0.0173354769873951,0.0330592717543961,0.00218568786364238,0.729230961652418,0.27710693455132,0.161572425949513,-4.32198347124045,-4.99231467680225,-2.17145837425745,-7.53544704748427,-6.83397577360838,-6.18169079370938,5.41566642555919,0.0143703331739839
"Viral carcinogenesis_Homo sapiens_hsa05203",0.0345348438368532,0.207442547432996,0.42961876084302,0.172907703596143,0.395083917006167,0.222176213410024,8,0.0851398231540805,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00566375828286024,0.00806398630767218,0.471007947482588,2.8292320923342,5.8594111993275,2.35822414485161,5.38840325184491,3.0301791069933,11.6319450597957,0.646345218324123,0.0156102179919933,8.75123675247798e-05,0.0367799796285034,0.000181724329843219,0.0108008241713467,-7.39410632077846,-4.25913986284899,1.16931491347566,-5.14254336860025,0.357326308026539,-3.63384263182074,14.3895330773338,0.000318342374012138
"MicroRNAs in cancer_Homo sapiens_hsa05206",0.212424836903358,0.458196473656697,0.548115228582214,0.245771636753339,0.335690391678857,0.0899187549255172,8,0.106441860287265,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00147935886905987,0.0108707947055635,2.49528568946438,5.38228542549738,6.43853188730908,2.886999736033,3.9432461978447,1.0562464618117,11.6319450597957,0.0287108572783004,0.000183495063508527,3.71756087663017e-05,0.0140423181339079,0.00206872414148259,0.312299935943512,-4.81517290268146,0.298330027885227,2.06641696501194,-4.2016289650001,-2.16553401178442,-6.71032855741006,16.9416257630374,0.000150799782626558
"Bladder cancer_Homo sapiens_hsa05219",0.05522165405541,-0.0822005737978111,0.235450947561225,-0.137422227853221,0.180229293505815,0.317651521359036,8,0.106480952181068,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0144855710696184,0.0108765193240553,0.648500137594399,-0.965329350054059,2.76503800007467,-1.61382948764846,2.11653786248027,3.73036735012873,11.6319450597957,0.529256244891134,0.354021337874805,0.0175572167339447,0.133345421185605,0.0565866481478872,0.00302431052771464,-7.28942499807201,-7.0693537213178,-4.27095165979012,-6.33052168498789,-5.45072024531542,-2.35134022767657,4.9996111716359,0.0185100307825168
"Thyroid cancer_Homo sapiens_hsa05216",0.407307939474247,0.0530139816090845,0.238395624677419,-0.354293957865163,-0.168912314796828,0.185381643068335,8,0.193425878163169,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00727366885464948,0.0288101509096668,2.93897396333396,0.382528049521647,1.72016910547841,-2.55644591381231,-1.21880485785555,1.33764105595676,11.6319450597957,0.0127662732696259,0.708967399050996,0.11186604450507,0.0256920886015905,0.247059589415826,0.206579769605901,-4.01910838669284,-7.47598946723946,-6.02169994526587,-4.79572943970209,-6.74443965373889,-6.38677193610668,3.59217700060487,0.0475717262417099
"Dorso-ventral axis formation_Homo sapiens_hsa04320",0.00331891504568649,0.760948537728265,0.933273404688383,0.757629622682578,0.929954489642697,0.172324866960118,8,0.201554143090748,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0189468228697723,0.0310182096564017,0.0230798723173473,5.29166756276759,6.49002180558333,5.26858769045024,6.46694193326598,1.19835424281574,11.6319450597957,0.981977754460621,0.00021196861822791,3.45269909013706e-05,0.000219941864284949,3.56884699398803e-05,0.254625346170859,-7.5127921973434,0.147443174773068,2.14393619704174,0.0640970507734435,2.06350120923781,-6.55434577271094,23.5230114039621,3.12053692397597e-05
"TGF-beta signaling pathway_Homo sapiens_hsa04350",0.106924205769855,0.10523156773453,-0.0716973167887807,-0.00169263803532538,-0.178621522558636,-0.176928884523311,8,0.0956596068529792,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0100666374086648,0.00937208801329826,1.35270620859802,1.33129251688239,-0.907048173626416,-0.0214136917156255,-2.25975438222443,-2.23834069050881,11.6319450597957,0.201859209974883,0.208596053941547,0.382787584042359,0.983278590864036,0.0438831991732297,0.045592956550307,-6.59323207291611,-6.66159338578327,-7.01768128634349,-7.60294332850497,-5.21069903808086,-5.03624730879371,2.42366795042143,0.117968742349535
"Hippo signaling pathway_Homo sapiens_hsa04390",0.026838707525351,0.228348895034114,0.0145075419972818,0.201510187508763,-0.0123311655280692,-0.213841353036832,8,0.188756636889449,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.014920445998583,0.0275828394915304,0.197919115329771,1.68393396921193,0.106984282868292,1.48601485388216,-0.0909348324614791,-1.57694968634364,11.6319450597957,0.846524946559538,0.118812818118369,0.916624457313741,0.163868071863348,0.929091520828405,0.141599265499803,-7.49190864230821,-6.18100941656851,-7.44164597972091,-6.50826604364617,-7.49664820037041,-6.06852275853351,1.26492180477203,0.33165460761316
"Basal cell carcinoma_Homo sapiens_hsa05217",-0.342528332860973,0.0286854857907702,0.104966676104098,0.371213818651743,0.447495008965071,0.0762811903133278,8,0.40151368936713,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0354129281908474,0.113954756919823,-1.24272747695671,0.104073847218094,0.380829730112642,1.3468013241748,1.62355720706935,0.276755882894548,11.6319450597957,0.238436922358505,0.918883634701524,0.710193416740852,0.203698755275596,0.131239742219292,0.786823891240358,-6.72814341102224,-7.54887138494197,-7.3698361885703,-6.69032698950157,-6.21532880033307,-7.2447480870664,1.0377733101897,0.411962430984648
"Hedgehog signaling pathway_Homo sapiens_hsa04340",0.261731771791163,0.304577273894447,0.412337219491859,0.0428455021032834,0.150605447700695,0.107759945597412,8,0.281195834143388,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00995422457203953,0.0574605797638306,1.33726375236161,1.55617388513743,2.10675079147824,0.218910132775819,0.769487039116629,0.55057690634081,11.6319450597957,0.206699151192867,0.146442032895077,0.0575710266678504,0.830513935897507,0.456946122981216,0.592340468084946,-6.61268592504843,-6.36375857096394,-5.41440090962124,-7.57728788101198,-7.18849328745634,-7.12427727127141,1.59858621349239,0.242948980654591
"Wnt signaling pathway_Homo sapiens_hsa04310",-0.125865953096261,0.249306250592281,0.161236075989456,0.375172203688542,0.287102029085717,-0.088070174602825,8,0.118408994968549,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0148010449509302,0.0127214365056858,-1.36673973562928,2.70714002192974,1.75081303919572,4.07387975755902,3.117552774825,-0.956326982734023,11.6319450597957,0.197542358749269,0.0195184419800742,0.106276569398371,0.0016424954594273,0.00920317733452515,0.358361233213348,-6.57541243315145,-4.47940018261998,-5.97601697623434,-2.02555119883728,-3.6809023880475,-6.81025615825656,6.58202063037882,0.00744587507413079
"Melanogenesis_Homo sapiens_hsa04916",0.490100781709331,0.636026901243989,0.719033403452146,0.145926119534659,0.228932621742815,0.0830065022081562,8,0.109712115209941,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0216594126706629,0.011356958351483,5.63248453772063,7.30954085471301,8.26349330218125,1.67705631699238,2.63100876446062,0.953952447468239,11.6319450597957,0.00012395626692499,1.11536378683886e-05,3.31709065252003e-06,0.120173811468309,0.0224293509462427,0.359512254146547,0.746787632868257,3.24120339768487,4.60233798178734,-6.23915394742914,-4.56318678977172,-6.81252870392264,27.3473902351064,1.47178197846944e-05
"Proteoglycans in cancer_Homo sapiens_hsa05205",0.182868791478659,0.481777062905039,0.352441852117105,0.298908271426379,0.169573060638446,-0.129335210787934,8,0.0580700054147767,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00202111530639428,0.00539776741622635,3.04844343288038,8.03127811831499,5.87524552916383,4.98283468543461,2.82680209628345,-2.15603258915115,11.6319450597957,0.0104452839161335,4.41385496697304e-06,8.54350555881375e-05,0.000349582086661306,0.0156798577735098,0.0527731147127486,-3.8191434394127,4.21785969918281,1.1944630599918,-0.420137552189292,-4.21124830075263,-5.17412795219666,24.2968122874268,2.65892137918106e-05
"Signaling pathways regulating pluripotency of stem cells_Homo sapiens_hsa04550",-0.00432904450040658,0.216390921074619,0.250357592922922,0.220719965575026,0.254686637423329,0.0339666718483026,8,0.0901654341578638,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0144782568326199,0.00866991491248521,-0.056941678122947,2.84627755048528,3.2930549617852,2.90321922860823,3.34999663990815,0.446777411299921,11.6319450597957,0.955558076537182,0.0151302876010854,0.00667700129136083,0.0136310111331941,0.00601850654888787,0.663240193726057,-7.51132542071184,-4.22824073369535,-3.30707184696854,-4.17211528424077,-3.2535843776011,-7.17904246573514,6.46658644374106,0.00792163920820285
"HTLV-I infection_Homo sapiens_hsa05166",-0.0731637340283156,-0.0496440683457452,0.262809267229516,0.0235196656825704,0.335973001257832,0.312453335575261,8,0.0368444516999685,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00573847128113165,0.00401219559830976,-1.41465468843943,-0.95989105765619,5.08153892074015,0.454763630783242,6.49619360917958,6.04142997839634,11.6319450597957,0.183376917934826,0.35663853393826,0.000297491624460098,0.657649636460263,3.42232686185714e-05,6.65350351478311e-05,-6.51357855542861,-7.07460398902891,-0.108692898869974,-7.49215746040228,2.10753871450469,1.59322400680944,17.9418156807973,0.0001152803013755
"Progesterone-mediated oocyte maturation_Homo sapiens_hsa04914",0.0778794550122754,-0.03874825871813,0.282788080189645,-0.116627713730405,0.20490862517737,0.321536338907775,8,0.0716104860237544,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00469677929650919,0.00660543211591982,1.17359409706214,-0.58391173507655,4.26143739164315,-1.75750583213869,3.08784329458102,4.8453491267197,11.6319450597957,0.264028312271702,0.57042979014429,0.00118335789743179,0.105089625415369,0.00971782966776889,0.00043866784411042,-6.80846398333507,-7.37276064901779,-1.54053445893078,-6.11984214369776,-3.73537669640745,-0.367041789689807,9.32985596393457,0.00200815790721269
"Oocyte meiosis_Homo sapiens_hsa04114",0.0612116493746558,0.116025207064084,-0.0099805925198309,0.0548135576894282,-0.0711922418944867,-0.126005799583915,8,0.0681989320607474,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.000344110079685584,0.00627739248238993,0.946215526122853,1.79352873950021,-0.154280953031789,0.847313213377357,-1.10049647915464,-1.947809692532,11.6319450597957,0.363280852823906,0.0989034778124045,0.880032657544163,0.413914907778787,0.293368932539318,0.0759767598294233,-7.04615466374761,-6.01734049068369,-7.43496880497939,-7.22586917175789,-6.87751418766774,-5.51252201345385,1.64314442571247,0.233239783985545
"Cell cycle_Homo sapiens_hsa04110",-0.403998648675171,-0.566654064260488,-0.499853102887665,-0.162655415585318,-0.0958544542124947,0.0668009613728229,8,0.0723291337974285,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0216786379680958,0.0066765754280976,-6.05548122714195,-8.49350130171355,-7.49223070619379,-2.43802007457159,-1.43674947905184,1.00127059551975,11.6319450597957,6.51546602223496e-05,2.51401680347678e-06,8.76988323626735e-06,0.0318486151870597,0.177137349705731,0.337070537743324,1.42103703423843,4.81073416521187,3.58216031854657,-5.00399772039514,-6.47268032990491,-6.76634006035306,28.9921119940556,1.0951387422254e-05
"p53 signaling pathway_Homo sapiens_hsa04115",-0.178681997408005,-0.514372779765843,0.0642435022495599,-0.335690782357838,0.242925499657565,0.578616282015403,8,0.0670442741780493,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00301100555642148,0.00616999195161904,-2.78601935601307,-8.02012816860132,1.00168815751846,-5.23410881258825,3.78770751353153,9.02181632611978,11.6319450597957,0.0168957303309428,4.47548268391449e-06,0.336877131419694,0.000232447702709354,0.00272907326622901,1.35775574200247e-06,-4.29664840307563,4.20325211300798,-6.92705869077092,0.00624110762981811,-2.44936870704815,5.64554008820039,32.7039219916839,5.91123018986628e-06
"Ubiquitin mediated proteolysis_Homo sapiens_hsa04120",-0.224406692854734,-0.224090352098554,-0.1440821031607,0.000316340756179492,0.0803245896940342,0.0800082489378547,8,0.1187372014939,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0121954178543676,0.0127749669711349,-2.43165267170576,-2.42822482900131,-1.56126195096373,0.00342784270445639,0.870390720742031,0.866962878037575,11.6319450597957,0.0322173989320311,0.0324176399547707,0.145242930722185,0.99732306805089,0.401692581314285,0.403492388292296,-4.92654236677887,-4.97342301670173,-6.25060737042876,-7.60318533548243,-7.10383996342575,-6.89240972385488,2.62599430071232,0.0998715044401122
"Axon guidance_Homo sapiens_hsa04360",0.353065125098327,0.617978843595596,0.497544740470459,0.264913718497269,0.144479615372133,-0.120434103125137,8,0.1195401977028,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0041642011024869,0.0129065603356069,3.80623144360382,6.6621434369096,5.36379920064594,2.85591199330578,1.55756775704212,-1.29834423626366,11.6319450597957,0.00264017085027982,2.70375295160647e-05,0.000188957286176874,0.0148655410727555,0.14611268980337,0.219320943049112,-2.42689216257939,2.30880846596414,0.364603206430434,-4.25812176866784,-6.30860414683874,-6.43544954550969,16.6516405380351,0.000163398692387821
"Endocytosis_Homo sapiens_hsa04144",0.413328174926893,0.552833591503746,0.572585429098663,0.139505416576853,0.15925725417177,0.0197518375949169,8,0.0534037651290461,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0257046681253818,0.00504001923482426,7.13057484890306,9.53726733945151,9.87801826067493,2.40669249054845,2.74744341177187,0.340750921223416,11.6319450597957,1.41718433321132e-05,7.64126374691812e-07,5.2955223299968e-07,0.0337032973527672,0.0181316467870304,0.739366376040429,3.02422147696837,6.06378390956219,6.52283231090549,-5.05857416170389,-4.35454452225602,-7.22356569647126,42.139422662245,1.57202811610912e-06
"Bacterial invasion of epithelial cells_Homo sapiens_hsa05100",0.302198677350167,0.619776612249237,0.491890315929617,0.31757793489907,0.18969163857945,-0.12788629631962,8,0.0986419288094456,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0139248798653537,0.00977062478973751,3.74435503086898,7.67926483477402,6.09470562623484,3.93490980390505,2.35035059536586,-1.58455920853918,11.6319450597957,0.0029493864813937,6.88462332593208e-06,6.14598572986952e-05,0.00209953853784132,0.037304677900728,0.139860667327438,-2.54015186072852,3.74950732801752,1.53941603962446,-2.27814828968055,-5.05571419920122,-6.05782984674708,22.2758717736034,4.07815579898249e-05
"Shigellosis_Homo sapiens_hsa05131",0.258730988972386,0.788595256460436,0.845596240488457,0.52986426748805,0.586865251516072,0.0570009840280213,8,0.0746502805943293,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00419227798161167,0.00691121257273472,3.81168455655456,11.6177670574407,12.4575186905595,7.80608250088611,8.64583413400499,0.839751633118873,11.6319450597957,0.00261457200530167,9.43158626770655e-08,4.42965629638431e-08,5.85623648646031e-06,2.09876179696845e-06,0.417973430765043,-2.41692058249578,8.25589605551825,9.09829928671538,3.87960639674493,5.04231818892966,-6.91602494615012,73.5136295289938,7.76394377089238e-08
"Salmonella infection_Homo sapiens_hsa05132",0.239830006797448,0.843936811360413,0.774378490576339,0.604106804562965,0.534548483778891,-0.0695583207840745,8,0.0991827380124393,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00204460249167026,0.00984420519256538,2.96045742999634,10.4175413118737,9.55891461068195,7.45708388187733,6.5984571806856,-0.858626701191729,11.6319450597957,0.0122732734128666,3.02398866030347e-07,7.4630158493562e-07,9.18221714656633e-06,2.95842408578229e-05,0.407892139518171,-3.97993969300051,7.03694387388516,6.16444126457375,3.40504941013839,2.2605775254948,-6.8997147393923,51.4245501187366,5.43268879296303e-07
"Pathogenic Escherichia coli infection_Homo sapiens_hsa05130",0.382498645606921,0.580235694382929,0.463980980402955,0.197737048776008,0.0814823347960335,-0.116254713979974,8,0.0805930892935587,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00103390380382868,0.00754572839572031,5.39293203081595,8.18086991313469,6.54176928374254,2.78793788231874,1.14883725292659,-1.63910062939215,11.6319450597957,0.00018042515770779,3.66948372535808e-06,3.20666475286437e-05,0.0168364910542043,0.273699042614196,0.127935745519996,0.3539770248166,4.41242916770523,2.22147784058686,-4.38126555061902,-6.82444217521395,-5.98023240676835,25.097361554834,2.26325818978993e-05
"Leukocyte transendothelial migration_Homo sapiens_hsa04670",0.462463921613856,0.671434737193595,0.517913574120397,0.208970815579739,0.0554496525065412,-0.153521163073198,8,0.0578005547690901,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00291778184000299,0.00537629455190513,7.72470601084394,11.2152228701193,8.65090207500769,3.49051685927538,0.92619606416375,-2.56432079511163,11.6319450597957,6.49547920956349e-06,1.37779020969287e-07,2.08627989219966e-06,0.00466179218490594,0.373161807702075,0.0253266598354957,3.84500600364019,7.85998161725465,5.08847268487245,-3.09335766626151,-7.05309803759688,-4.47229610340549,46.6512836543647,9.15599146548268e-07
"Tight junction_Homo sapiens_hsa04530",0.115871648184194,0.148860290776701,0.245010715999707,0.0329886425925066,0.129139067815512,0.0961504252230057,8,0.100341770760918,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0121976754534861,0.0100032537015489,1.41890125324613,1.8228622484586,3.00026811941159,0.403960995212468,1.58136686616547,1.177405870953,11.6319450597957,0.182163557280405,0.0941111097496299,0.011409498883833,0.693569356357759,0.140587767170778,0.262563300085652,-6.50802550698355,-5.97253325373356,-3.84399754829767,-7.51541685272247,-6.27525126915095,-6.57832128312371,3.06465109461503,0.0705663918530919
"Adherens junction_Homo sapiens_hsa04520",0.257478752538323,0.498938705154376,0.457549395697777,0.241459952616053,0.200070643159454,-0.041389309456599,8,0.0780016424907621,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00789044344363827,0.00726306556778561,3.70021571659779,7.17022597100081,6.57542204314022,3.47001025440301,2.87520632654243,-0.594803927860582,11.6319450597957,0.00319254357188126,1.34348852434187e-05,3.056733737096e-05,0.00483847200323523,0.0143491297849278,0.563366260675344,-2.62106141712456,3.04518281732175,2.27170920057592,-3.1311371630764,-4.12347813957149,-7.09765323631855,21.5002476947394,4.84775758577308e-05
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)_Homo sapiens_hsa05412",0.0944899159792727,-0.219219649953698,0.0614483414548302,-0.313709565932971,-0.0330415745244425,0.280667991408528,8,0.0426387512226634,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00832442788493635,0.00432894364509942,1.75889585833828,-4.08069507072595,1.14383881249684,-5.83959092906423,-0.615057045841441,5.22453388322278,11.6319450597957,0.10484460706617,0.00162292772139479,0.275684485929493,9.01883726962122e-05,0.550360372152663,0.000236052111841644,-6.02844924501924,-1.96698045183344,-6.77696721703932,0.99875125205499,-7.2995984604181,0.275568053315091,13.8048376358487,0.000383236285685954
"Hypertrophic cardiomyopathy (HCM)_Homo sapiens_hsa05410",0.233755286115474,-0.0505288699504443,0.36885632008125,-0.284284156065918,0.135101033965776,0.419385190031694,8,0.0909065125841865,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.000489707607878599,0.00876220455976463,3.0584428967881,-0.661117298995859,4.82609831347561,-3.71956019578396,1.76765541668751,5.48721561247147,11.6319450597957,0.0102556333351318,0.521416806284415,0.000452929184636202,0.00308353655896298,0.103312345599311,0.000155493416890624,-3.8008349074818,-7.32239623006757,-0.546033263657804,-2.67209508445894,-6.00342507511274,0.709406728749553,13.3586071445388,0.000443328447293379
"Dilated cardiomyopathy_Homo sapiens_hsa05414",0.19117642050417,0.214086488310356,0.489293627740845,0.0229100678061862,0.298117207236675,0.275207139430489,8,0.083488582082725,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0118204292767414,0.00787248186222111,2.63890721783942,2.95514675792233,6.75397354173176,0.316239540082908,4.11506632389234,3.79882678380944,11.6319450597957,0.022108515920623,0.0123933419895067,2.37686311889456e-05,0.757423380409617,0.00152786168366584,0.00267534488186364,-4.5607915256157,-4.03017464927675,2.53565163828515,-7.54925370284979,-1.85397044078882,-2.22645872123624,15.4629575829615,0.000229784685347883
