"","coefficients.ConditionC...ConditionA","coefficients.ConditionC...ConditionB","coefficients.ConditionC...ConditionD","coefficients.ConditionA...ConditionB","coefficients.ConditionA...ConditionD","coefficients.ConditionB...ConditionD","df.residual","sigma","stdev.unscaled.ConditionC...ConditionA","stdev.unscaled.ConditionC...ConditionB","stdev.unscaled.ConditionC...ConditionD","stdev.unscaled.ConditionA...ConditionB","stdev.unscaled.ConditionA...ConditionD","stdev.unscaled.ConditionB...ConditionD","Amean","s2.post","t.ConditionC...ConditionA","t.ConditionC...ConditionB","t.ConditionC...ConditionD","t.ConditionA...ConditionB","t.ConditionA...ConditionD","t.ConditionB...ConditionD","df.total","p.value.ConditionC...ConditionA","p.value.ConditionC...ConditionB","p.value.ConditionC...ConditionD","p.value.ConditionA...ConditionB","p.value.ConditionA...ConditionD","p.value.ConditionB...ConditionD","lods.ConditionC...ConditionA","lods.ConditionC...ConditionB","lods.ConditionC...ConditionD","lods.ConditionA...ConditionB","lods.ConditionA...ConditionD","lods.ConditionB...ConditionD","F","F.p.value"
"heterotypic cell-cell adhesion (GO:0034113)",0.650096231571475,0.495137526858223,0.672276680119668,-0.154958704713252,0.0221804485481931,0.177139153261445,8,0.199889214512555,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0305658761277956,0.0352048185750755,4.24348061723067,3.23199304356434,4.38826272628585,-1.01148757366633,0.144782109055175,1.15626968272151,10.5879122222204,0.00150278778681141,0.0083710240599213,0.00118681683787762,0.334339946625293,0.887602020184583,0.272994424582707,-1.21769359243723,-3.19037942125288,-1.22449791009936,-6.58943166090392,-7.05435179685254,-6.15312300034393,8.34846418122252,0.00389532850751186
"neurotransmitter catabolic process (GO:0042135)",-0.79487367831607,-1.02520313127267,-0.311508867758433,-0.230329452956601,0.483364810557638,0.713694263514239,8,0.186121933554173,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00256758523892405,0.031189429087921,-5.51239122599007,-7.10970925299385,-2.16029137244482,-1.59731802700378,3.35209985354525,4.94941788054903,10.5879122222204,0.000209679028170934,2.41173551752691e-05,0.0546113533761291,0.139583263868249,0.00679177837938842,0.000488496224094779,0.796706683234979,2.85662487540039,-5.0666941990933,-5.87832710240321,-2.91862132179529,-0.042702480203312,20.6476695280277,9.7858699843656e-05
"negative regulation of homotypic cell-cell adhesion (GO:0034111)",-0.134998071322536,0.552209527701803,0.683237000381927,0.687207599024339,0.818235071704464,0.131027472680124,8,0.179830905704727,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00986671735331649,0.0294499212755839,-0.963454311005588,3.94100926650681,4.87612620689793,4.9044635775124,5.83958051790352,0.935116940391124,10.5879122222204,0.356808160620777,0.00248225621979631,0.000547170687832441,0.000523645137235754,0.000130929897314285,0.370565245581463,-6.38954616445367,-1.95296208445798,-0.421707397106633,-0.336183849198292,1.14576477297288,-6.379447733739,16.5442187223525,0.00025817732393008
"regulation of homotypic cell-cell adhesion (GO:0034110)",0.342246029806593,0.76958004916554,0.745633289044459,0.427334019358947,0.403387259237866,-0.0239467601210811,8,0.0696806328907183,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0227606900084722,0.00868377703887413,4.49810631813439,10.1145158160575,9.79978587438268,5.61640949792316,5.30167955624829,-0.314729941674866,10.5879122222204,0.000994087209286673,9.0318182984277e-07,1.22518424644954e-06,0.000180230946558791,0.000286243362691521,0.759081744994098,-0.795990970136245,6.24051718193567,5.91556040337744,0.772151588477309,0.334447170942248,-6.78045633902079,46.3871850879931,2.18269914972672e-06
"positive regulation of cell junction assembly (GO:1901890)",0.0562318319844017,0.400862765657487,0.0137489167291252,0.344630933673085,-0.0424829152552766,-0.387113848928362,8,0.187378681357825,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00444701106986075,0.0315440947236775,0.387765197662354,2.76428179689702,0.0948102031353228,2.37651659923467,-0.292954994527032,-2.6694715937617,10.5879122222204,0.705871671930956,0.0190193155102386,0.926236028809891,0.0375470027084907,0.775218052997013,0.0224710660367689,-6.79026869930972,-4.00995055778934,-7.16277440613814,-4.6631287669765,-7.01929004788659,-3.8961258703405,3.44338950682497,0.0571007010612569
"negative regulation of T cell apoptotic process (GO:0070233)",-0.125383261933796,0.876916810831583,0.821694007688118,1.00230007276538,0.947077269621914,-0.0552228031434649,8,0.107081601070477,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00226648394738845,0.0136789666845845,-1.31298132117936,9.18284765519967,8.60456864161955,10.495828976379,9.91754996279891,-0.578279013580128,10.5879122222204,0.216933553898032,2.2812362865577e-06,4.21371026379872e-06,6.30715912568211e-07,1.09206000644986e-06,0.57516900649148,-6.00703905637557,5.29383110868203,4.64383599338732,6.60835318889199,6.0683841091915,-6.65570791015816,61.4903070500454,5.42518443076521e-07
"positive regulation of lymphocyte apoptotic process (GO:0070230)",0.525597000849169,0.375849109115395,1.26273813286135,-0.149747891733774,0.737141132012178,0.886889023745953,8,0.385281893536478,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0173895719635329,0.11717485167069,1.88053448431815,1.34475122470226,4.51795310793777,-0.535783259615888,2.63741862361962,3.17320188323551,10.5879122222204,0.0878041699469187,0.206803898484245,0.00096293204060821,0.603180992152864,0.023773590466712,0.00927619904428954,-5.22174449163025,-6.22432627528298,-1.00813482103997,-6.96629950426297,-4.1669607344009,-3.02369771993337,7.17815282964035,0.00662101609534202
"neurotransmitter transport (GO:0006836)",-0.0998531114300889,0.370999640503742,0.310661934491167,0.470852751933831,0.410515045921256,-0.0603377060125749,8,0.135066865733573,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00953188677554052,0.0187992123300311,-0.891943623433844,3.31397548763661,2.77500548099618,4.20591911107045,3.66694910443003,-0.538970006640425,10.5879122222204,0.3922428454486,0.00725698494757003,0.0186638176588334,0.00159841415315213,0.0039481293566338,0.601056092217335,-6.45592236001209,-3.04623395428881,-4.02540679435376,-1.49023557387603,-2.36833700504934,-6.67877899618557,8.48423539183421,0.00367479446259378
"establishment of synaptic vesicle localization (GO:0097480)",0.581771968567681,0.601807824733376,0.61762748170067,0.0200358561656951,0.0358555131329897,0.0158196569672946,8,0.103291113676981,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0513895724496755,0.0130764568741899,6.23093726220491,6.44552677408939,6.61495963678901,0.214589511884473,0.384022374584093,0.169432862699621,10.5879122222204,7.60064739116234e-05,5.69036382215005e-05,4.54708254372391e-05,0.834164243476511,0.708561694726499,0.868649801916821,1.83458663941576,1.96364701519457,2.1713276559569,-7.095306535731,-6.98616200121476,-6.81828397724316,20.7248858158565,9.62421048649653e-05
"activation of protein kinase activity (GO:0032147)",0.244843632399388,0.409947966354108,0.343650423881599,0.16510433395472,0.0988067914822113,-0.0662975424725085,8,0.0877237997252101,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00763444718002114,0.0108296765352582,2.88155359006878,4.82465899812402,4.04440623168584,1.94310540805523,1.16285264161706,-0.780252766438177,10.5879122222204,0.0154736049069169,0.000592807248377381,0.002088267276834,0.0790540900435926,0.270428199356727,0.45233253322026,-3.56420471797736,-0.474464710017004,-1.80752084108991,-5.36645877613558,-6.37462334112001,-6.51365721444857,8.94576442999671,0.00302827376216274
"response to oxygen radical (GO:0000305)",0.281803746426647,0.0347850477218099,0.136899054452976,-0.247018698704837,-0.144904691973671,0.102114006731166,8,0.192408848074618,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00942128850961968,0.0329875480126044,1.90027902359756,0.234565002626045,0.9231474202386,-1.66571402097152,-0.977131603358965,0.688582417612555,10.5879122222204,0.0849506402973182,0.819020507183828,0.376488325416839,0.125044011236669,0.35030162193964,0.505893596932878,-5.19163198580422,-7.10189592047233,-6.72185287756774,-5.78152150463358,-6.56921113159374,-6.58291933389815,1.45363623054403,0.282373570649279
"mitochondrial transport (GO:0006839)",0.174973992490562,-0.679540151922074,-0.392558542653183,-0.854514144412636,-0.567532535143745,0.286981609268891,8,0.0680207675408807,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0156837566857794,0.00851107762210273,2.32288043125895,-9.02128652770874,-5.21144053395132,-11.3441669589677,-7.53432096521027,3.80984599375742,10.5879122222204,0.0412223616760613,2.69938440457959e-06,0.000327692572305043,2.94675387244443e-07,1.43289868136453e-05,0.00309636671122824,-4.51588770564697,5.12105944256747,0.111602689706758,7.3748404739218,3.43669480679145,-1.92162062293449,52.3182565746245,1.20868779215232e-06
"plasma membrane organization (GO:0007009)",0.018977684611582,0.283477301474984,0.435702272440261,0.264499616863402,0.416724587828679,0.152224970965277,8,0.130082064103112,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00392577965289611,0.0178005528851664,0.174209610011052,2.60223895315466,3.99961979115321,2.42802934314361,3.82541018114215,1.39738083799855,10.5879122222204,0.864986893643703,0.0252894216330044,0.00225024361607438,0.0343183331327623,0.00301588977130215,0.190891308679013,-6.85469499193355,-4.29018888480587,-1.88437123156818,-4.57633768787623,-2.09357201362582,-5.86525446066998,7.54678629714634,0.00557025257125876
"regulation of neuron apoptotic process (GO:0043523)",-0.0766228760335393,0.197299616529262,0.181408369878058,0.273922492562801,0.258031245911597,-0.0158912466512038,8,0.0989429320428284,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00163102158753194,0.012412038548882,-0.842330489236684,2.16895385712954,1.99425822758373,3.01128434636622,2.83658871682041,-0.174695629545805,10.5879122222204,0.418223667975422,0.0538034417817292,0.0725110073562287,0.0123191036438771,0.0167472283544901,0.864614388740389,-6.49938651684837,-5.01777730796829,-5.3325999110604,-3.56752586453209,-3.82188439450491,-6.81730694365756,4.42258914863095,0.0297673708546852
"negative regulation of neuron apoptotic process (GO:0043524)",-0.135408638954103,0.201751270837452,0.100261173523287,0.337159909791555,0.235669812477391,-0.101490097314164,8,0.10573987613923,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00966909362879236,0.0134632128128985,-1.42928108723009,2.12954858685453,1.05828845343392,3.55882967408463,2.48756954066401,-1.07126013342062,10.5879122222204,0.181757837855768,0.0575729756115047,0.313470920731781,0.00475172475718095,0.0309236830313621,0.307863945709683,-5.86070111802272,-5.08173281302865,-6.58865283863413,-2.6062534360354,-4.4233170941924,-6.24469064732603,4.61644420050006,0.0263909125712247
"positive regulation of neuron apoptotic process (GO:0043525)",0.168706296070439,0.208791084261288,0.352487251831938,0.0400847881908492,0.183780955761499,0.143696167570649,8,0.200527362409538,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0155332712136565,0.0353978877967441,1.09821721207035,1.35915474290799,2.29456502818118,0.260937530837644,1.19634781611083,0.935410285273187,10.5879122222204,0.296455841423962,0.202342614497842,0.0433009090332692,0.799146089099739,0.257663769224156,0.370420921562368,-6.25302349092312,-6.20628506408522,-4.84574537813015,-7.08338779623523,-6.33671301938989,-6.37917378924348,1.78212337041944,0.210716256337621
"respiratory system process (GO:0003016)",0.124903284400961,0.403402089492835,0.127457036973865,0.278498805091874,0.00255375257290456,-0.275945052518969,8,0.32542083780863,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.05897768372266,0.0850299566892602,0.524606308942186,1.69432919401096,0.535332325616995,1.16972288506877,0.0107260166748087,-1.15899686839396,10.5879122222204,0.610664189202493,0.119372721059553,0.603481984539278,0.2677702372385,0.991641467915698,0.27192898158342,-6.72401350825197,-5.75153891195184,-7.0138376052506,-6.42092227215358,-7.06566680717168,-6.15009514810756,1.02403071869077,0.420664064822443
"lipid storage (GO:0019915)",0.270244845625517,-0.190514301712617,-0.102168009200736,-0.460759147338134,-0.372412854826252,0.0883462925118813,8,0.182871356457655,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00692058566119428,0.0302831570205996,1.90196479836642,-1.34082666629236,-0.719051482995713,-3.24279146465878,-2.62101628136213,0.621775183296652,10.5879122222204,0.0847110260658045,0.208033568784729,0.487675675557271,0.00821482292769988,0.0244688046607106,0.54724419392448,-5.18905391697614,-6.22921850042045,-6.89306874636484,-3.16077066410559,-4.19517997924109,-6.62840900803924,3.95072474790947,0.0403614521718285
"vascular process in circulatory system (GO:0003018)",-0.000649371248432597,-0.34089609532979,0.148553817243706,-0.340246724081357,0.149203188492139,0.489449912573496,8,0.112895283763215,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00897097323746305,0.0146452578901169,-0.00657188830487898,-3.45000039266336,1.50342211261356,-3.44342850435848,1.50999400091844,4.95342250527692,10.5879122222204,0.994878615154421,0.00573219762706164,0.161958319217554,0.00579769474726135,0.160296515009146,0.000485488714323733,-6.87108038558547,-2.8073536781619,-6.05379423522358,-2.80836792176722,-5.94464231242378,-0.0363973893224792,8.80608336850178,0.00320856025209108
"myeloid leukocyte differentiation (GO:0002573)",-0.21031811954654,0.0359676860639024,0.184431363470641,0.246285805610442,0.394749483017181,0.148463677406738,8,0.128954750588116,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00146119246129458,0.0175799120668792,-1.94273681604038,0.332238363745276,1.70361736125951,2.27497517978566,3.64635417729989,1.37137899751423,10.5879122222204,0.0791031752323607,0.746193442474771,0.117582086117491,0.044797838992408,0.00408958132650314,0.198619627679649,-5.12636922932972,-7.07202518349262,-5.77331208956638,-4.83253227335014,-2.40417662840926,-5.89816542017266,4.52316866501732,0.0279556901387903
"inner mitochondrial membrane organization (GO:0007007)",0.0976764320691444,-0.831942333750348,-0.801552846359129,-0.929618765819492,-0.899229278428273,0.0303894873912189,8,0.162820235586291,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00233295151419316,0.0250458609412154,0.755905376477458,-6.43829498763754,-6.20311464350749,-7.194200364115,-6.95902001998495,0.235180344130044,10.5879122222204,0.466190912266463,5.74557691263577e-05,7.89485553519523e-05,2.17070698216735e-05,2.91619254991424e-05,0.818555199150002,-6.56986610228874,1.95359426751753,1.59572809405627,2.97348858269353,2.70248504736803,-6.8039495076319,30.123575813062,1.73255900791693e-05
"mitochondrial membrane organization (GO:0007006)",0.22909926808915,-0.39481085758018,-0.118589486131313,-0.62391012566933,-0.347688754220463,0.276221371448867,8,0.169954724146918,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0216151926092027,0.0268397399184114,1.71269559091263,-2.95151887940069,-0.886548838500254,-4.66421447031332,-2.59924442941288,2.06497004090044,10.5879122222204,0.115855286555114,0.0136826368897792,0.395012545886361,0.000762804314183583,0.0254227834653555,0.0642985467602031,-5.47110379868817,-3.68305557008486,-6.75528321931568,-0.726080144364992,-4.2325813850936,-4.89944413034736,7.53430470406115,0.00560243674240354
"protein localization to membrane (GO:0072657)",0.00739617273777247,-0.00653275592388231,-0.34361972950364,-0.0139289286616548,-0.351015902241412,-0.337086973579757,8,0.0846491463311244,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00512594819725499,0.010429229646378,0.0887006004664378,-0.078345840976607,-4.12095247362588,-0.167046441443045,-4.20965307409231,-4.04260663264927,10.5879122222204,0.930975314082845,0.939013928514095,0.00183901527209686,0.870480977024122,0.00158862872839639,0.00209453517647756,-6.86684533204965,-7.12840117935654,-1.676632770048,-7.10513727452666,-1.43643297813127,-1.52559298712094,8.5146678435597,0.003627415203323
"telomere maintenance via telomerase (GO:0007004)",-0.480619298028456,-0.615106221432204,-0.772022226010912,-0.134486923403748,-0.291402927982456,-0.156916004578708,8,0.176251991952028,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0212540498921228,0.0284870194662167,-3.48757317147086,-4.46346612437679,-5.60211380246212,-0.975892952905936,-2.11454063099126,-1.13864767808532,10.5879122222204,0.00537207778193863,0.00105103520034907,0.00018400222853827,0.35088729755773,0.059073696026817,0.279957899188208,-2.50908413981071,-1.06754094587163,0.713002878169583,-6.62459139209108,-5.04211736367444,-6.17255442455749,11.6982571993354,0.00108338086588873
"glucose transport (GO:0015758)",-0.125813089904416,-0.497232239357559,-0.18149476058714,-0.371419149453144,-0.0556816706827238,0.31573747877042,8,0.119750963201094,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0199691685987603,0.0158503665522502,-1.22391653758789,-4.83710209513118,-1.76559083905274,-3.61318555754329,-0.541674301464847,3.07151125607844,10.5879122222204,0.247521070402151,0.000581416436469354,0.106240973983683,0.00432851151646184,0.59925593394143,0.011083854818074,-6.11305634325156,-0.454338851924969,-5.68238422999113,-2.51127889742309,-6.90849955004821,-3.20069924671119,8.46592361649566,0.00370365732809151
"positive regulation of bone resorption (GO:0045780)",0.441260397723117,0.0505694146597291,-0.0922950936339051,-0.390690983063387,-0.533555491357022,-0.142864508293634,8,0.260885265280724,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00132085688999473,0.0564406754445076,2.27480660405304,0.26069785329621,-0.475804059470217,-2.01410875075683,-2.75061066352326,-0.736501912766427,10.5879122222204,0.0448109346771052,0.799326064414851,0.643879457282713,0.070111173386433,0.0194823456796236,0.477426821805334,-4.59529890885497,-7.09489865203154,-7.04580476877043,-5.25519643819034,-3.97133929761294,-6.54768591488078,2.93900435153944,0.0824377441190759
"negative regulation of cell cycle (GO:0045786)",-0.259105097792897,-0.245533848171164,-0.31395754414054,0.0135712496217331,-0.0548524463476434,-0.0684236959693765,8,0.0512524233976688,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00921304138564961,0.00699990988988881,-3.79293467062314,-3.59427063949282,-4.59589743473969,0.19866403113032,-0.802962764116547,-1.00162679524687,10.5879122222204,0.00318634288317105,0.00447118118191087,0.00085018575131478,0.84628869892467,0.439649287639233,0.33886541357699,-1.9815573225392,-2.55474117331796,-0.879102349949932,-7.09887039807661,-6.72575337532268,-6.31549930867073,8.35248015182688,0.00388858370954926
"positive regulation of cell cycle (GO:0045787)",-0.145322456130556,-0.0860043313354538,-0.287669378918131,0.0593181247951027,-0.142346922787575,-0.201665047582678,8,0.0767662097743437,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00931457049897808,0.00946781101368537,-1.82916788875365,-1.08253304658717,-3.62088285943931,0.746634842166482,-1.79171497068565,-2.53834981285214,10.5879122222204,0.0956469013984654,0.303053322933559,0.00427180746763344,0.471538071319368,0.101764696427627,0.0282904946736133,-5.29934830762129,-6.52754295441341,-2.54109214351429,-6.82494588960699,-5.54390272704765,-4.11968116468527,4.63990859001745,0.0260137127756298
"cytoplasmic microtubule organization (GO:0031122)",-0.174481122584396,0.16233664550012,0.0781921475260794,0.336817768084516,0.252673270110476,-0.0841444979740405,8,0.224771143717415,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0324741085471382,0.0431885409541965,-1.02827626184682,0.956704751339921,0.460812768584755,1.98498101318674,1.48908903043157,-0.495891982755165,10.5879122222204,0.326738087360037,0.360051046446809,0.654253498134274,0.0736587807989843,0.165634382789607,0.630102667088944,-6.32569579812698,-6.65448559492373,-7.05328765082686,-5.30105908161762,-5.97269596170628,-6.70229434334869,1.43140484690485,0.288140734594161
"positive regulation of cell adhesion (GO:0045785)",0.149030843689802,0.187908785370926,0.372262409010528,0.0388779416811241,0.223231565320726,0.184353623639602,8,0.0946660439552577,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0146975277615089,0.0117863862724264,1.68124673752134,2.11983656895909,4.19956664778389,0.438589831437744,2.51831991026254,2.0797300788248,10.5879122222204,0.121936337360884,0.0585399341003661,0.00161520715847663,0.669773318090416,0.0293017091932661,0.0626987581715989,-5.51640807499746,-5.0974249865839,-1.54284108754653,-7.01664405150249,-4.37099456989167,-4.87600632184297,5.96937185202253,0.0121726915159737
"magnesium ion transport (GO:0015693)",-0.366499781511075,-0.15044506742032,0.249873649496288,0.216054714090756,0.616373431007364,0.400318716916608,8,0.364804518723328,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0183637153884358,0.105569314878377,-1.38149875559646,-0.567093580710679,0.941883606075321,0.814405174885782,2.32338236167178,1.508977186786,10.5879122222204,0.19558114852081,0.582473512440183,0.36724627140859,0.433348300445238,0.041186402030431,0.160552663240019,-5.92186582696873,-6.95947527924667,-6.70429373183628,-6.77057966520142,-4.69968130934809,-5.71932186480246,1.90927536767336,0.188733617553048
"CDP-diacylglycerol biosynthetic process (GO:0016024)",0.348140508514362,-0.243869282990788,0.375828031731527,-0.59200979150515,0.027687523217165,0.619697314722315,8,0.244158142262212,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0117755610593827,0.0500576053696119,1.90574660059064,-1.33495828747834,2.05731012726857,-3.24070488806898,0.151563526677935,3.39226841474691,10.5879122222204,0.0841757596692601,0.209883617932095,0.0651439015391117,0.00824477199927665,0.882380368679868,0.00633460589386435,-5.18326635946932,-6.23651493612215,-5.23267192671572,-3.16443889508506,-7.05326220761656,-2.64255286232931,5.27985556109908,0.0178120679571047
"regulation of histone H3-K27 methylation (GO:0061085)",-0.279440469663104,0.215706497451648,-0.364114652631644,0.495146967114752,-0.0846741829685399,-0.579821150083292,8,0.306566721829764,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00687790839875163,0.0760268093291103,-1.24122795957494,0.958132284925506,-1.61733655788007,2.19936024450045,-0.376108598305125,-2.57546884280557,10.5879122222204,0.241317431752326,0.359363411004398,0.135180263451135,0.0510570225790056,0.714263155091784,0.0265065964583956,-6.0928798834415,-6.65311830790618,-5.89678999562703,-4.95705781907422,-6.98938599772416,-4.05663415860928,2.78102079792881,0.0929452821891793
"regulation of dendritic spine development (GO:0060998)",0.172416566072586,0.205816554118268,0.124007032784619,0.033399988045682,-0.0484095332879668,-0.0818095213336488,8,0.123313874492541,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0206701326437311,0.0165047115725686,1.64369279379717,1.96210372677264,1.1821918903224,0.318410932975472,-0.461500903474767,-0.779911836450238,10.5879122222204,0.129570995569732,0.0765621744090993,0.262998854331046,0.756365555441645,0.653775601683055,0.45252473109518,-5.56987317719791,-5.34801155985397,-6.45376168609097,-7.0654282123044,-6.95116946706128,-6.51392916123369,1.47863096322023,0.276043735212422
"positive regulation of dendritic spine development (GO:0060999)",-0.705193295969042,-0.278666484235928,-0.0481949047187693,0.426526811733114,0.656998391250273,0.230471579517159,8,0.154716094665219,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.000162076156174073,0.0231014857980081,-5.68242677504044,-2.24548630904474,-0.388353120427963,3.4369404659957,5.29407365461248,1.85713318861678,10.5879122222204,0.000163854448688606,0.0471456693114871,0.705449504794317,0.00586311119967887,0.000289511750564876,0.0913006560800839,1.04915413394398,-4.89232094711695,-7.08619462300706,-2.8197473390767,0.32267699357938,-5.22145914654438,13.4619533785788,0.000614078587530705
"telencephalon cell migration (GO:0022029)",0.0413359402381007,0.301455452746481,0.363253389405803,0.260119512508381,0.321917449167702,0.0617979366593217,8,0.173227388673359,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00220503293389347,0.0276883453115531,0.304246050255986,2.21881080478505,2.67366384633358,1.91456475452907,2.36941779607759,0.454853041548527,10.5879122222204,0.766836360050315,0.0493711253950157,0.0223060315259545,0.0829398103627117,0.0380145070871821,0.658399198025683,-6.82120398884769,-4.93622779240468,-4.20128204173289,-5.41065685350913,-4.62274777513362,-6.72295614078787,3.60845926512978,0.050885432958755
"proximal/distal pattern formation (GO:0009954)",0.116572178447426,-0.642840476717366,-0.298460905450184,-0.759412655164792,-0.415033083897611,0.344379571267181,8,0.329007976321744,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.073567384126313,0.0868036977282782,0.484586631598365,-2.67226627670895,-1.24069196237189,-3.15685290830732,-1.72527859397025,1.43157431433707,10.5879122222204,0.637838455521457,0.0223609147981951,0.241507611517834,0.00954521305721679,0.113499579243787,0.181115790071128,-6.74536174191065,-4.1694645475169,-6.38609674700807,-3.31185156050412,-5.64194533046798,-5.82133448760744,3.98447655527066,0.0394698142976481
"positive regulation of calcium ion transport into cytosol (GO:0010524)",0.413982835706221,-0.165455354000563,0.0390275027202737,-0.579438189706784,-0.374955332985947,0.204482856720837,8,0.327575423928531,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00260435533739236,0.0860930079517622,1.72800113643885,-0.690625347437728,0.162904263743101,-2.41862648387657,-1.56509687269575,0.853529611180829,10.5879122222204,0.112995600140736,0.504659354728439,0.873661284430599,0.0348867463511086,0.146935758818729,0.412259297191343,-5.44888469380025,-6.87807472904651,-7.15324332241456,-4.59221963195153,-5.86950674024665,-6.45277934022005,2.0862140306328,0.162385681002535
"regulation of cholesterol biosynthetic process (GO:0045540)",-0.104612137519328,-0.48755096958771,-0.0700344126655976,-0.382938832068382,0.0345777248537302,0.417516556922113,8,0.202826083189865,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00915293012794227,0.0360984579773469,-0.674346923212431,-3.14283317449627,-0.451453261733705,-2.46848625128384,0.222893661478726,2.69137991276257,10.5879122222204,0.514544416812777,0.00978221777955634,0.660769569023952,0.0319742332912983,0.827859770057908,0.0216218077697415,-6.63007671704733,-3.34716364057709,-7.05784276179344,-4.50781226333393,-7.03880023218669,-3.8585623342605,3.98709766250284,0.039401548053533
"regulation of calcium ion transport into cytosol (GO:0010522)",0.253974115818633,0.0142951150532951,0.219076028069772,-0.239679000765338,-0.0348980877488616,0.204780913016477,8,0.195124164679012,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.021873345606794,0.0337826243617056,1.69234301990628,0.0952547392525508,1.45980146731736,-1.59708828065372,-0.232541552588918,1.36454672806481,10.5879122222204,0.119758790622327,0.925891312121551,0.173369793645952,0.139634521689337,0.820551111322272,0.200693316885576,-5.50047750078892,-7.12680607395518,-6.111967113694,-5.87864816608403,-7.03642464292269,-5.90674207765623,1.5784788348853,0.252303836080871
