"","ConditionA_rep3","ConditionB_rep3","ConditionC_rep3","ConditionD_rep3","ConditionA_rep2","ConditionB_rep2","ConditionC_rep2","ConditionD_rep2","ConditionA_rep1","ConditionB_rep1","ConditionC_rep1","ConditionD_rep1"
"execution phase of apoptosis (GO:0097194)",0.48213402809842,-0.264350621579364,-0.0183163124944454,-0.056827722022549,0.322402466711111,-0.0162519429393566,0.026471765542296,-0.193337544204467,0.428693059201083,0.169739037916017,-0.203771380033249,-0.456312793932453
"long-chain fatty-acyl-CoA biosynthetic process (GO:0035338)",-0.509005030368291,0.0758773316471788,0.610342950872664,-0.578648085274597,-0.207266521896347,6.42931245767309e-05,0.467670665662761,-0.492229885401799,-0.192432826585241,0.266646140191781,0.612332530611718,-0.691539588485456
"regulation of response to cytokine stimulus (GO:0060759)",0.199320006996815,-0.26204987043044,0.346230339804815,-0.16153453138821,0.124053070471403,-0.304845182529398,0.31515669154698,-0.0339883784120518,0.0183070220769193,-0.148968338707386,0.335217027216167,-0.217107658298681
"nucleus localization (GO:0051647)",0.323640762609755,-0.415845309138535,0.331591895307661,-0.107665099614814,-0.283425346907338,0.0552760579681884,0.0601895702980556,-0.180438506213227,0.255495985833121,-0.261825834548669,0.343661210935709,-0.176044318605882
"peptidyl-tyrosine dephosphorylation (GO:0035335)",0.126011749039375,-0.192203423774621,-0.0169973688049291,0.124083113373404,-0.113958607276784,-0.0688666445877313,0.111102559914865,0.0545332799088481,0.216826550659833,-0.339726044077766,0.343168473310097,-0.238570799405712
"long-chain fatty-acyl-CoA metabolic process (GO:0035336)",-0.163095238312835,-0.154466962319906,0.594713296579217,-0.49004110566972,-0.039076522253191,-0.0618080472186813,0.580014413463862,-0.561782687974829,0.0393233388270653,-0.066778287776448,0.610102186748046,-0.62281352080192
"regulation of DNA-dependent DNA replication (GO:0090329)",0.272073383242181,-0.115705666061887,-0.188230717139527,0.0764952682507399,0.337466293466588,0.0200377828724576,-0.171587257746575,-0.148194162196272,0.374559017733363,0.217475244600829,-0.309101492583105,-0.348519118427545
"regulation of hippo signaling (GO:0035330)",0.364948284140234,-0.690622595203214,0.259725529465188,-0.187963612923092,-0.0173258490449584,-0.00805559943136031,0.415387908969945,-0.0388712056563389,0.317737532973961,0.0436151606775415,0.212236483321952,-0.451113568156673
"protein polyubiquitination (GO:0000209)",0.00300505434630588,0.0541583186445102,-0.156930974835127,-0.000617900942076477,-0.0837239137214842,0.0975212583519643,-0.015950259501315,0.0608171423927962,-0.139757445866349,0.114319367949768,-0.259327927288309,0.295042158303913
"positive regulation of phagocytosis (GO:0050766)",0.264240835784739,-0.241141899657359,0.48490177179341,-0.38101239915117,0.291108258957626,-0.194332395646888,0.390953966091207,-0.355574790694957,0.264032410081193,-0.295438261394654,0.417888826718609,-0.233804085587101
"regulation of phagocytosis (GO:0050764)",0.161817429735424,-0.298702542075765,0.412545113314444,-0.189565653576174,0.169283221715151,-0.24078221145934,0.251981480933674,-0.109903565696979,0.248567924666489,-0.397086580061105,0.424537537283521,-0.108041900191959
"negative regulation of phagocytosis (GO:0050765)",0.611266319104317,-0.566104910512964,0.369436336510886,-0.108481459969343,-0.295794989308218,-0.284032794305707,-0.0317283160589659,0.407162468715619,0.237139745975825,-0.351974961079019,0.332366270575336,-0.232675701659875
"response to ionizing radiation (GO:0010212)",0.193326739761095,0.0790084652397216,0.00137667656924786,-0.157019079195476,0.0944808723368016,0.0304250809717798,0.00746440532317225,-0.0381115793880925,0.147362198069523,-0.0374172978100694,0.120069494057921,-0.22692399803491
"centrosome localization (GO:0051642)",-0.191131424974205,-0.409729900489638,0.604643816142793,-0.231814135148831,-0.227479956590614,-0.509214393739844,0.360985603190842,-0.211821187577945,0.189395315107239,-0.870929484054389,0.686781832633755,-0.287668080919569
"signal transduction involved in cell cycle checkpoint (GO:0072395)",-0.115223073261529,0.0343860747146002,-0.143091706391495,0.140939502058866,-0.0583109417932443,-0.0690433040313723,-0.00181844885438676,0.280824049615876,-0.173181893269986,-0.0239112492762212,-0.10362994295531,0.313068512569087
"substrate-independent telencephalic tangential migration (GO:0021826)",-0.389176611485984,0.302667419666081,-0.0674635507132301,0.325407291092515,-0.00410547923579324,-0.358282014842966,0.649139428390949,-0.426881754890827,-0.135954523922375,-0.243776187205635,-0.481351751306796,0.642981209537325
"regeneration (GO:0031099)",-0.146665043092759,0.0460651227063199,-0.200562795932988,0.310693622937807,-0.0306171958615882,-0.0268169769545147,-0.15320820876822,0.200502692227934,-0.121829206132135,0.145600478297436,-0.298735657287987,0.257652161361892
"stress-activated protein kinase signaling cascade (GO:0031098)",0.15017198290652,-0.349305754386335,0.300859804950339,-0.0334624802235833,0.202459999975663,-0.144813939738519,0.199970439406295,-0.120207217659914,-0.0288659471113456,-0.254565209503017,0.362356616499291,-0.126323134689282
"negative regulation of neurogenesis (GO:0050768)",0.0645962800477829,-0.139893614985019,0.246619643745201,-0.19542816878115,0.100900364413551,-0.167571562805002,0.223425342215919,-0.272776969462839,0.151375695470522,-0.120713212317738,0.295343131724348,-0.335150759106652
"positive regulation of neurogenesis (GO:0050769)",-0.0958663153810649,-0.0400812614939828,0.25514836722764,-0.10408260117403,0.169915042160136,0.0361431256169798,0.0965905449716815,-0.15633543120057,0.0212533837651256,-0.105306551245825,0.198707123612512,-0.0952798642067244
"positive regulation of cell-substrate adhesion (GO:0010811)",-0.00156405351503541,0.0851406569475551,0.193358412845188,-0.134656228296175,-0.0323436557390187,0.157215174739864,0.0480551189500539,-0.122434641923336,0.186138026004686,0.0986677385003516,0.145379312269418,-0.3887719911803
"organelle localization (GO:0051640)",0.0487805302162919,-0.316970298744883,0.415465523714321,-0.183968858179915,-0.233428495001511,-0.20345516543258,0.258270258555926,0.145607462627129,0.00223307634111718,-0.300889452702907,0.346274158324775,-0.0382766340761131
"regulation of morphogenesis of a branching structure (GO:0060688)",0.344349898033769,-0.113207370422987,-0.143887759853477,0.0997546160508649,-0.229348466648863,0.494518309951219,-0.445728673088875,0.0910644874816499,-0.232223911962527,0.655742443344835,-0.644608235777096,0.395514772457174
"positive regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001241)",-0.271069343595741,0.0931511579659097,0.03153414542467,0.0587388273804404,-0.39803983559923,0.0823868909368852,0.159169231690215,-0.328976663698218,0.392237316682776,-0.108103359405792,0.235543302438487,-0.501324201691814
"negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)",0.486172776778969,0.586088695181507,-0.516334537694776,-0.56857679236254,0.113977672406153,0.412002813871082,-0.359340446187951,-0.375516783013574,0.360742591442637,0.197059889433498,-0.162611301741698,-0.305839231546936
"negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)",0.251247994108599,0.0478019219790098,-0.234069144865768,-0.241687854204986,0.191066598512936,0.0127887132026732,-0.0912156340399103,-0.204336179259814,0.302564702626057,-0.0216072446478079,-0.142150669934589,-0.267502867069669
"regulation of intrinsic apoptotic signaling pathway (GO:2001242)",0.201012083464529,-0.00869922092367373,-0.0953560263694143,-0.253099490300042,0.0761470329632422,-0.0113690482488678,-0.0144675023783534,-0.0664242199562643,0.13609678502624,0.046703739247694,-0.0320483056205115,-0.171977364969574
"glutathione metabolic process (GO:0006749)",-0.134424221516723,-0.00291597887336742,0.19586524456757,-0.0724943647759073,-0.0465638180148189,-0.164587012496019,0.0244596025241593,0.319952651243151,-0.0905436099064223,0.00885089738015937,-0.0209380389115011,0.077016322337871
"keratan sulfate biosynthetic process (GO:0018146)",0.390605780033279,0.206828826329339,-0.0807012002526956,-0.598929724210287,0.372442087097478,-0.0527478546683458,0.654846555693073,-0.793338054953348,0.167798248819487,0.259310964794618,0.449709300069835,-0.604548325963495
"poly(A)+ mRNA export from nucleus (GO:0016973)",0.0019553162844288,0.217453458269779,-0.226489647542272,0.0039512786762777,-0.293102306318809,-0.119113490037828,0.0269327515372561,0.212526212331926,-0.0325771556222013,0.0202643181644962,-0.0355488944655848,-0.175786141333176
"granulocyte activation (GO:0036230)",-0.221633695649548,-0.260086324298987,0.575347947968729,-0.364267257348618,-0.212161419291073,-0.0914207228272241,0.458553485808672,-0.29885067156648,-0.273997526125981,-0.302619169471605,0.511548509439251,-0.139196456817435
"toxin metabolic process (GO:0009404)",0.0658455708194685,0.435277009789264,-0.274435496605158,-0.491432790091548,0.196871311692577,-0.434136481153397,0.545555029212051,-0.0708984683404974,-0.171405267321254,0.222554295986444,0.697892317972887,-0.818095689246916
"positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)",0.219431883564028,0.0429150863588966,-0.0456179132978999,-0.275811507363358,-0.158027151201312,0.126096260872631,-0.0866603295310666,0.174942369526827,-0.175899753006072,0.113650044100504,0.210614187077304,-0.0405157891077325
"response to cold (GO:0009409)",-0.109517261135383,-0.265466265946539,0.176013237222626,0.160774848740705,-0.134440447897239,-0.281224298677361,0.388874305363714,0.145100649199115,-0.356602366989615,0.266988822020562,-0.397712508761632,0.499814732996831
"response to heat (GO:0009408)",-0.100277947124981,-0.0146090547016278,-0.0635198429994135,0.117496399157097,0.00673264430219481,0.0587881051550692,-0.402984786033756,0.464462621255869,-0.157279126178637,0.241470333430782,-0.299129607775178,0.121131110892635
"3'-phosphoadenosine 5'-phosphosulfate metabolic process (GO:0050427)",-0.0100570223826965,-0.0755996812914864,0.370293261568036,-0.533023280428884,0.226254035852115,-0.326078301088211,0.463236758353139,-0.313323852494084,0.127336940538367,-0.219822600357283,0.602349270022216,-0.552100606013595
"single organismal cell-cell adhesion (GO:0016337)",0.0674296834778133,0.0249543595835378,0.0805267504049246,-0.0792231533855164,0.184868009424694,-0.0790908323910772,0.0118109632114687,-0.143164868873199,0.161429399659476,-0.147513838781923,0.191027987440924,-0.304278115914191
"regulation of protein kinase C signaling (GO:0090036)",0.427461294764119,-0.147853844776649,0.32190147099416,-0.175647139997345,0.282973113604898,-0.0748072624335777,0.0869870582914235,-0.314729736000576,0.505473255409239,-0.388340960083452,0.235332899748928,-0.237612142872235
"positive regulation of protein kinase C signaling (GO:0090037)",0.200446954959782,-0.254223906521468,-0.31356805033421,0.663753889572692,0.328280435812382,-0.580091664743598,-0.0604768672035785,-0.0428868481981319,0.390810042633799,-0.853135404966937,0.0695319605760187,0.678017344014122
"divalent metal ion transport (GO:0070838)",0.133040934456641,-0.024389846832917,0.0703326678050396,-0.213792607058953,0.110006660064497,0.107790609963531,0.184108972548293,-0.264484348734621,0.16778362996909,-0.0365296859437423,0.313511382134227,-0.368190011339794
"regulation of hypersensitivity (GO:0002883)",-0.0400724108271046,-0.107274937635492,0.124025160262934,-0.2488945041062,0.536225416241108,-0.541767862759195,-0.113058259922279,0.425740032024623,0.0914403032217029,-0.305079263469846,0.0882489596627732,0.65000597967704
"regulation of steroid hormone biosynthetic process (GO:0090030)",-0.0161086544535446,-0.40035564734236,0.449750092461688,-0.475585512928709,-0.653663929248403,-0.372591677595814,0.479598662472144,0.496508330748223,-0.079993492224259,-0.328016424510517,0.867498420720142,-0.615071413123559
"cell wall macromolecule metabolic process (GO:0044036)",0.488327158196297,-0.724459182062321,0.731406916153478,-0.0378967314069525,-0.00957932348600421,-0.4400757934629,0.579504184430749,-0.313724461583708,-0.0789515237644609,-0.407863571767019,0.508763619137834,-0.0290541607453477
"wound healing, spreading of epidermal cells (GO:0035313)",0.0410729209356375,-0.0723195957682549,-0.0821757227947947,0.195014189715217,0.839728406758248,-0.760858433455786,0.0432654350228632,-0.629522732074752,0.207010895310242,-0.299857887257299,0.808779409442593,-0.76504026527723
"regulation of response to wounding (GO:1903034)",0.103172582580606,-0.0609633524111109,0.225254824237744,-0.270028128298165,0.123224369231715,-0.0188061727104326,0.178919686900784,-0.140518865500141,0.131291490922548,-0.0520426099471676,0.172624511315854,-0.167361508649256
"tight junction assembly (GO:0070830)",0.175772731396947,0.189804687217963,0.119251874622203,-0.185908461600906,0.0103940866804334,0.22270348436524,-0.23660856410179,-0.326509257934429,0.126027471979172,0.271643637012076,-0.361690175599901,-0.1966837410327
"auditory receptor cell differentiation (GO:0042491)",0.316795947840289,-0.0966366650876872,0.482565101936718,-0.477006635034828,0.445393333629092,0.333351881600258,0.0409979258876975,-0.792696023711072,0.480656876677702,-0.204958155692473,0.467378720431658,-0.723789752092331
"negative regulation of response to wounding (GO:1903035)",0.212022456419571,-0.120116771907874,0.250144909854471,-0.36662775625201,0.144837136521163,-0.0465958025675643,0.266645045239762,-0.201241357905979,0.25612555110005,-0.0111445064405878,0.174826397164702,-0.362879575912158
"detection of calcium ion (GO:0005513)",-0.0230671766142712,-0.244885919205642,0.692140933812748,-0.398139462470759,0.468977019726906,-0.135904411757116,-0.061272774530456,-0.251687664615623,-0.0891806851332083,0.270225009049419,0.186888060604705,-0.378542657629161
"positive regulation of defense response to virus by host (GO:0002230)",0.0394404198429603,-0.273161959829955,0.347722916934176,-0.19447081447512,-0.378897182883377,-0.376199008243689,0.553038714930797,0.145122355805776,0.131063150397844,0.100689004480034,0.356844693621753,-0.423845661247634
"response to molecule of bacterial origin (GO:0002237)",0.0402892615296706,-0.168363903342727,0.310419513613266,-0.156759183958528,-0.0408739870739516,-0.212324015614195,0.196825352947227,0.023904780314141,-0.0730610103545651,-0.221039090899253,0.436931291853705,-0.257057404075018
"positive regulation of response to wounding (GO:1903036)",-0.0748065026597138,-0.215161529672927,0.176621965829111,-0.0820162928962046,0.232738909988602,0.077410722629615,0.0530716364746307,-0.152730187079998,0.026416061010973,0.0060539405125673,0.163090491992231,-0.0180921061297984
"glutamine family amino acid biosynthetic process (GO:0009084)",0.302163480586178,0.0121947814325242,-0.359958380768517,0.353695376572779,0.0796128229467813,-0.0455358955171851,-0.181990012894047,0.0533120889678385,0.064304338345483,-0.0770342399868168,-0.186743164587734,0.362258252877217
"stem cell proliferation (GO:0072089)",0.403228220609713,-0.0185792109613645,0.128199086526098,-0.580658444690854,-0.00776131993130391,0.22678273911703,-0.210864717824922,-0.0690689971723841,0.432424189734315,0.288451992893314,-0.176325413446825,-0.38121977214698
"methionine biosynthetic process (GO:0009086)",0.103733742585337,0.200423216426711,-0.433705779383311,0.0229663649188246,0.278273487168916,-0.238676603183253,-0.200572457914186,0.144438232563178,0.177067187848926,-0.0435592748199478,-0.106462190757449,0.0802706995572946
"branched-chain amino acid metabolic process (GO:0009081)",-0.647360617060419,0.567928470320779,-0.375236561234022,0.244857985526696,-0.560975023495832,0.65434174530539,-0.432419565448757,-0.0699425804302661,-0.54102837780579,0.617935842867718,-0.337052793779549,0.0357166441139331
"branched-chain amino acid catabolic process (GO:0009083)",-0.662895762647862,0.553844221443021,-0.326819640299802,0.216920824107797,-0.582027211303057,0.630036077485716,-0.375190429058104,-0.0723555572434994,-0.598779167062613,0.60814845291318,-0.204503921058508,0.0157691689929906
"membrane budding (GO:0006900)",0.268344957782197,-0.23342057092454,0.594791712883406,-0.577882478366567,0.178605674115281,-0.0977950881344745,0.309941735224852,-0.438272742852721,0.045481214032538,0.0282094491364223,0.458368341306293,-0.409341247954006
"response to mineralocorticoid (GO:0051385)",0.0204096727018571,-0.445112853551358,0.453153858189806,0.113780025284463,0.0158230951301779,-0.197774961288107,0.16350592106316,0.0271100786761501,-0.127147095126261,-0.545059088819455,0.5633814031068,-0.221976439787843
"response to glucocorticoid (GO:0051384)",-0.137897072480221,-0.199399768364364,0.324614615867006,-0.201344178549664,0.0496778064344688,-0.0302565660052913,0.166832234384502,-0.0625868152252067,-0.138104895117695,-0.0748122362836987,0.152133623957923,-0.107012371358664
"kinetochore organization (GO:0051383)",0.367827717038395,0.223335852253525,-0.62860787737535,-0.280429362047764,0.493743027092321,-0.00641748919280016,0.0308587101957289,-0.426753464315712,0.253225614963441,0.125745747886789,-0.573555858231414,0.159714531761431
"kinetochore assembly (GO:0051382)",0.254383859668286,0.13566992493337,-0.475676753991643,-0.410092462304127,0.220189470514611,-0.0068809983769143,0.348582829593394,-0.429648343553832,0.241410044377518,-0.280845565045091,-0.415292123192548,0.17660925472759
"response to monoamine (GO:0071867)",-0.608247336388808,0.256165246019121,0.278516774820816,-0.0186682204999165,-0.570615821018768,0.320963391466067,0.0788074636667481,0.31550470073682,-0.596091322618489,0.215345713093182,0.259642068013992,0.279012087317944
"negative regulation of cardiac muscle cell apoptotic process (GO:0010667)",-0.312400206497005,-0.219485236065125,0.758408337280895,-0.809168354203936,-0.0260664377072918,0.402169930651905,0.302615889672829,-0.395534041312402,0.444970787936187,0.401290783673003,-0.0382125375020298,-0.662876993526077
"cellular protein catabolic process (GO:0044257)",0.0985032507840617,-0.0245419220727517,-0.211408363604884,0.117708083274071,-0.13584662110027,0.301517314832767,-0.104898326512256,-0.343580102675047,-0.389638111634681,0.241103138788187,0.16039823008849,-0.202887011443706
"regulation of cardiac muscle cell apoptotic process (GO:0010665)",0.0285572864564245,-0.438477333754525,0.650934595617428,-0.173337825305726,0.101355626598642,0.615732825428385,-0.147891622129494,-0.477762438152438,0.351761175169806,-0.46237536863094,0.693779258912482,-0.638445743168517
"negative regulation of striated muscle cell apoptotic process (GO:0010664)",-0.360284348698176,-0.438009737793613,0.473121604653813,0.197832875942312,0.077479074291413,0.622573627175289,-0.403810032663097,-0.183489414502881,0.26973785305798,-0.203446149509344,-0.520067936806899,0.228223739523927
"smooth muscle cell differentiation (GO:0051145)",0.378445414117799,-0.177672118053456,-0.31923647618927,0.217653491428391,0.772611929147489,0.453087915748721,-0.511058451816663,-0.601229284436399,-0.112638230647713,-0.339054718611595,0.273095460094647,0.235289238111905
"regulation of striated muscle cell apoptotic process (GO:0010662)",-0.130700344405464,-0.362549904316622,0.532517847579625,0.159070392423413,0.0704024527620397,0.595007852651909,-0.321645967926974,-0.182425707781282,0.281091785792499,-0.488140188588025,0.0467008643156757,0.0263616498569316
"regulation of muscle cell differentiation (GO:0051147)",0.147661877099889,-0.180204365192664,-0.0234900561220461,0.114927099486021,0.284676209176277,0.0299224268488537,-0.135729258258745,-0.000709448296170784,0.101948221499952,-0.0456453318252386,0.0873883390765524,0.0145555315828962
"regulation of muscle cell apoptotic process (GO:0010660)",0.082996785944307,-0.163131918745934,0.350690527394713,-0.212603729719622,-0.0778747625303577,0.186385384927932,-0.10954955760122,0.0847721327133696,0.319983694435694,-0.369672614300191,0.174353495327725,-0.144591673590738
"positive regulation of muscle cell differentiation (GO:0051149)",-0.0119912532464302,-0.120043991506652,0.173229407874968,0.00374178556331975,0.0997964197594298,0.237082490018461,-0.149218698617127,-0.204408578173826,-0.101390864469526,0.149092788185242,0.119325546431248,-0.113295240521647
"negative regulation of muscle cell differentiation (GO:0051148)",0.378851223343799,-0.122973660116732,-0.0323121112827578,-0.0590770748674589,0.482623600821034,-0.259284262559919,0.0270786719060621,-0.0885309027033415,0.340396802286733,-0.218393427423381,0.0483357006305525,-0.15109758943373
"angiogenesis (GO:0001525)",0.113123124280715,-0.112492918128083,0.263382067015673,-0.121963721432765,0.0527911489554371,-0.0586582903879188,0.271608590978881,-0.213262572776016,0.278729434079496,-0.152785411381276,0.15938106858949,-0.302779848652659
"pseudouridine synthesis (GO:0001522)",0.0502824262557,0.271399494618795,-0.45731777618443,0.308728731539902,-0.500462396885299,0.528640597021938,-0.111629831458248,-0.0490799434143797,-0.315496281570878,0.530265006499158,-0.558059053202037,0.214426537345383
"positive regulation of protein transport (GO:0051222)",0.0811766277462022,-0.189054568646673,0.218627501939532,-0.0144084431521161,0.0247572276851077,-0.176643053205864,0.228048410912145,-0.0244603607858094,-0.0841801295637422,-0.082285618413488,0.245617796086927,-0.124236971179229
"epithelial structure maintenance (GO:0010669)",-0.624518936929765,-0.0826431815432913,-0.47781462182229,0.894836570345804,0.300621175912945,0.0152302684118185,-0.510380863256196,-0.0939523132797064,0.0105795041843939,-0.400379802529886,-0.496375371470956,0.621541287736018
"regulation of protein transport (GO:0051223)",0.103094755750797,-0.13771126588258,0.163907502583482,-0.0615748127000712,0.027602508133038,-0.179109406770403,0.234286165881739,-0.0444972981294536,-0.0141525546931979,-0.0785663389275496,0.220293631793826,-0.117127026148413
"cell-cell junction organization (GO:0045216)",0.139672889335524,0.0615223748154759,0.142456890051202,-0.196702635457872,0.0658167949292917,0.0283313060095664,0.0644847217553859,-0.134323116217235,0.149533968450671,-0.00412438454355749,0.152104479823966,-0.411680302052148
"reproductive system development (GO:0061458)",0.119494768635854,-0.129582806573967,0.0643173198482973,-0.20491232289808,0.276815488159959,-0.0310962653179722,-0.00391571386067691,-0.380050047827086,-0.396664992858532,0.155264029284074,-0.125561516740159,0.342328893330693
"regulation of mitochondrial fission (GO:0090140)",0.380543367109859,0.352280664919895,-0.609438201953848,-0.0927830238291859,0.243588376452266,0.227909912920886,-0.161298938760969,-0.266073246627791,-0.297945935855742,0.74230654184135,-0.521482525530269,-0.0700029977992739
"positive regulation of mitochondrial fission (GO:0090141)",0.397955353282722,0.27229026654879,-0.675631166232668,-0.100537848815671,0.33614140437554,0.0917021113733809,-0.151167586117651,-0.157891760994068,-0.179281716905494,0.57443085083415,-0.458214489925427,0.0582160241438964
"protein import into nucleus, translocation (GO:0000060)",0.582037137161882,0.414068579824968,-0.536164204907674,-0.247400626362264,0.464507327628265,0.193746909086329,-0.101282903210446,-0.400061284165476,0.443433539857755,-0.0352731345430434,-0.126451003992911,-0.147534955769152
"cellular response to ethanol (GO:0071361)",-0.00621279148212062,0.34656736818684,0.464539567208977,-0.695972907568113,-0.207798864572853,-0.527156639670643,0.515292910952102,0.01000356745065,-0.403544087557118,0.413776131655887,0.494352233285305,-0.525667351129346
"spindle assembly (GO:0051225)",0.264564899759881,0.148418459601024,-0.172242256385334,-0.157215621858988,0.182676657929869,-0.0453519459644994,-0.0124617379682444,-0.312264836601701,0.390883437001379,0.174882013955153,-0.166492945628468,-0.335483986662924
"phenol-containing compound catabolic process (GO:0019336)",-0.0823329177181831,0.0912823752368745,0.419519650658764,-0.19681241604952,-0.17782135199096,0.134238787113042,-0.541069704598357,0.338961071014435,-0.22539908191747,0.119867340492741,0.141665318135501,-0.0043838175485606
"protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0042787)",0.128768832723243,0.250279400727177,-0.106101333532756,-0.421653728321678,0.129793295622562,0.0492823643819518,-0.0717823978761816,-0.454512564261596,3.99035740391018e-05,0.357514496228053,-0.34646199948423,-0.107404547332567
"response to peptide (GO:1901652)",-0.126313499684818,-0.149979022589431,0.348244968531347,-0.0201808900314009,-0.151747883860349,-0.118696753891448,0.250641805251135,-0.0146446483440743,-0.12950858368959,-0.115750255465679,0.354283507441144,-0.179425715998376
"mRNA transcription from RNA polymerase II promoter (GO:0042789)",-0.279783539229054,-0.281871721476655,0.128187986093289,0.305277082470953,-0.0392622765010273,0.394834302692339,-0.54629724973481,0.110864901835166,0.146304592192552,0.0655608214849817,-0.155924170616107,0.0619396494134681
"protein N-linked glycosylation via asparagine (GO:0018279)",0.217841881681957,-0.0929501024342058,0.232066708163337,-0.496679806080759,0.257587691205411,-0.0564241940478561,0.32140110363221,-0.476107658282741,0.225045774258455,-0.0330264247744568,0.311832302113694,-0.442602000713833
"centriole replication (GO:0007099)",-0.310015979450203,-0.36033275087203,0.363644828660565,0.0696269794922161,0.00780768006261706,-0.326326423888207,0.149843873387371,0.277055917024639,0.00373008409011377,-0.0700168092808107,-0.0169418046016643,0.124611810362874
"glucuronate metabolic process (GO:0019585)",0.523345786118459,-0.321321922562541,0.525824508719156,-0.478363866077169,0.422113950261546,-0.401295009475784,0.66412997847815,-0.568178180959284,0.617498420720123,-0.608791917082688,0.627447883764966,-0.683196462413276
"cell-cell junction maintenance (GO:0045217)",-0.0620297365018779,-0.0603284902084891,0.619989361420329,-0.156208370876022,0.601919826752591,-0.461706181835894,0.324933383415685,-0.140068878131939,0.12505832753037,-0.62002526847771,0.756000415925916,-0.678458622868116
"renal tubule development (GO:0061326)",-0.154167403880259,-0.0493943891071331,0.628133034856594,-0.57208202609215,-0.24508788387519,0.6452862291425,0.164859139551023,-0.420955452879351,0.160114478701213,0.342637453373742,0.482717319344228,-0.768689419956651
"establishment of vesicle localization (GO:0051650)",-0.0240376442181886,-0.151496582221029,0.405189438556384,-0.234569589498209,-0.192130806550161,-0.353750179272962,0.350634006489074,-0.0043747695110993,-0.127975421720269,-0.334241586033902,0.464507315306655,-0.251167740980598
"regulation of peptidase activity (GO:0052547)",0.06882836121766,-0.020692787599449,0.0941035045837068,-0.150553047974284,0.140882744561554,0.0184125505356083,0.0443429510049755,-0.1293862402962,0.0436692727131778,0.0331742211348767,0.164034630629384,-0.176995097871197
"regulation of endopeptidase activity (GO:0052548)",0.082842662853843,-0.0390321981309664,0.111827803872912,-0.18122187498186,0.129953896587131,0.0324552959354689,0.0380852378238535,-0.125068629568045,0.0353005651476504,0.0338905272325387,0.186344082655931,-0.190002316600739
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",-0.156421625676171,0.0768847965218331,-0.153190309535207,0.175630703501171,-0.112794554655757,-0.0457290799911259,0.0324913117441714,0.269372320177065,-0.180409272391011,-0.00564229536448066,-0.115973797960879,0.3032711076326
"regulation of oxidoreductase activity (GO:0051341)",-0.308402250994793,0.252537818647814,-0.0382171468806197,0.0873106340075584,-0.318638090975085,0.397249401603457,-0.247869130943733,0.0544952861161113,-0.119468464510108,0.177537926637222,-0.0348456483413316,0.0602415374044798
"regulation of gene silencing by RNA (GO:0060966)",0.393949041576278,-0.187111544578115,-0.277758232409526,0.237146615244968,0.624689636263983,-0.505685407454308,0.00368493164054778,0.501864607314399,0.00789639924194535,0.0391522343144577,0.522368588003815,-0.63133050089036
"regulation of gene silencing by miRNA (GO:0060964)",0.393949041576278,-0.187111544578115,-0.277758232409526,0.237146615244968,0.624689636263983,-0.505685407454308,0.00368493164054778,0.501864607314399,0.00789639924194535,0.0391522343144577,0.522368588003815,-0.63133050089036
"monovalent inorganic cation homeostasis (GO:0055067)",0.17251210399275,0.145581427729367,0.0510143437261752,-0.285921238136109,0.29123840811421,-0.169844129497576,0.217791347945818,-0.266582399183686,-0.253074224297471,0.152291249121309,0.223722850928928,-0.139555258226406
"neurotransmitter secretion (GO:0007269)",-0.0231356931352331,-0.212392082021271,0.240768073658184,0.0887725909616707,0.0740216392837977,-0.302218492104839,0.0979409129300707,-0.127107912384475,0.112775570217711,-0.248777770394676,0.315471366267297,-0.215749258498387
"metal ion homeostasis (GO:0055065)",-0.0759783299554288,-0.0669392556187545,0.133616303267243,-0.0924488929644546,-0.0243295417815838,0.0834696951004122,0.112305879853746,-0.0803836981749481,-0.188962388246745,0.038379132775633,0.218901905991733,-0.0523212912539679
"Rho protein signal transduction (GO:0007266)",0.317647023686059,-0.434748377009037,0.292703828968565,-0.0394240865546678,0.142017832805338,-0.333878026407022,0.508384116061227,-0.28020434826045,0.263203646473494,-0.421095802579192,0.463436636501435,-0.167109315451274
"Ras protein signal transduction (GO:0007265)",0.056499111423451,-0.183585537531039,0.188972442502415,0.0906236891998332,0.0837164830729119,-0.20073114855952,0.269275539098916,-0.208606717027401,0.152757238953421,-0.337849987048834,0.385126745962985,-0.206298892085761
"zinc ion homeostasis (GO:0055069)",0.0487997473151874,-0.513149027685145,0.635170810514383,-0.0898235687802122,-0.374375625383037,-0.659219055535693,0.290771322921077,0.533322804801001,-0.0643961516874649,-0.133255452805042,0.0225837018319708,0.0418558383869468
"nitric oxide mediated signal transduction (GO:0007263)",0.226227151452328,0.217626616027791,-0.124295352834984,-0.395602029646215,-0.161086544535726,0.61740792987389,-0.228954780642456,-0.272099860315901,-0.141936690778722,0.48970811835752,0.030254725613943,-0.404639130880067
