	log(HR)	log(HR) lower 95%	log(HR) upper 95%	pvalue	BH-corrected pvalue	prognostic association
DUSP3	-0.17368754620716448	-0.4325476140679631	0.08517252165363415	0.18848348855613195	0.4450138905704244	not prognostic
SDF4	-0.12589774200788673	-0.34947651497041865	0.0976810309546452	0.26974047568947457	0.542937607654646	not prognostic
SF3B4	0.6855850458549488	0.34163233812182414	1.0295377535880736	9.356300223669206e-05	0.011474925466097316	unfavorable
AGTRAP	0.2774242374142552	0.05310687609297418	0.5017415987355363	0.015351315926165076	0.1111077861656879	not prognostic
CASP3	-0.0016198390296139479	-0.26649257662692233	0.26325289856769446	0.9904365993134326	0.9964466652043109	not prognostic
MRPL16	0.029659248029674488	-0.24303427739892972	0.3023527734582787	0.8311915664872443	0.9230535964723765	not prognostic
CD180	0.325332230787414	0.006159306501806627	0.6445051550730214	0.04573977891767558	0.204141695239257	not prognostic
DDX55	0.44145342416532546	0.10136924052345869	0.7815376078071923	0.01095369897152564	0.09313244719094878	not prognostic
SAMHD1	-0.08405252837704584	-0.3347309486123232	0.1666258918582315	0.5110675326485294	0.7377600160919516	not prognostic
SERPINA6	-0.04669081802394514	-0.2721102001640684	0.1787285641161781	0.6847685054391424	0.8501917111630345	not prognostic
HFE2	-0.34371788288172234	-0.5625639434277283	-0.12487182233571631	0.0020818252773235285	0.03923911938500537	favorable
ELTD1	-0.6032213739066694	-0.9606110107032523	-0.24583173711008655	0.0009392046064933497	0.026033123349643836	favorable
WASF3	0.21121494103288285	-0.0226561712029818	0.4450860532687475	0.07671160762727727	0.26986209158625285	not prognostic
PAK1	0.15154567764357005	-0.07088967980116437	0.3739810350883045	0.18176915185020665	0.4372324601060989	not prognostic
TALDO1	-0.14585828651052332	-0.4167988414589463	0.12508226843789963	0.2913667497015922	0.5656128599476051	not prognostic
CUTC	-0.029262797899524743	-0.27261216674146627	0.2140865709424168	0.8136763641784406	0.914606966539809	not prognostic
PARD3B	-0.16666746243031397	-0.4501911933882011	0.11685626852757322	0.249258922305315	0.5183774985829234	not prognostic
GHITM	-0.2016976478743381	-0.43893155156964164	0.03553625582096542	0.09563918385100288	0.30569711282328765	not prognostic
FILIP1	0.1120732155380619	-0.25905283426006165	0.4831992653361855	0.5539356755574589	0.7681824819185146	not prognostic
TP53BP2	0.1467508534822826	-0.1660101366409152	0.45951184360548036	0.357762804241999	0.6229191727690815	not prognostic
MDC1	0.3379060070397646	0.05791230459206592	0.6178997094874632	0.018012951721065606	0.1205306104325115	not prognostic
ARL8B	0.06775674051588605	-0.1927048762826405	0.32821835731441257	0.610144675012043	0.8049845675483084	not prognostic
MSR1	0.19453571516901094	-0.044915057132949326	0.43398648747097124	0.11131212571141635	0.33285820357191404	not prognostic
TAX1BP3	0.15988463554281032	-0.0632450009444531	0.38301427203007377	0.16019328084657294	0.4088399211571743	not prognostic
ALG12	-0.0008814982966781527	-0.2820812779816446	0.2803182813882883	0.9950977898877761	0.998107832496668	not prognostic
RIN3	-0.047608386220075884	-0.3692668744309216	0.2740501019907698	0.7717454558463921	0.8933846736737456	not prognostic
GPRC5B	-0.12615101611547172	-0.48334812582596487	0.23104609359502146	0.48881242629657484	0.7232420513358511	not prognostic
CPN2	-0.059393566174762796	-0.30419951988307126	0.18541238753354566	0.6344189327177799	0.820091352096778	not prognostic
SUPT4H1	0.028063435876429066	-0.3218098455914762	0.3779367173443343	0.8750799217790522	0.9450652038224192	not prognostic
UBQLN2	0.25003675155576344	-0.023458901731904402	0.5235324048434313	0.0731570898985218	0.2641029942989781	not prognostic
TWISTNB	0.12902867356512238	-0.1748057833811284	0.43286313051137315	0.4052208078927837	0.6607069555753218	not prognostic
TMPRSS6	-0.10554860067679657	-0.3332668151424665	0.12216961378887335	0.3636385617344656	0.6272940353003219	not prognostic
RNF126	0.13664930857066634	-0.21184498702583912	0.48514360416717184	0.44217339313829884	0.688004586160443	not prognostic
FASTKD5	0.0002978201519110747	-0.2602943306364373	0.2608899709402595	0.9982127696130655	0.9987705550229968	not prognostic
NPR2	-0.12876853516686124	-0.37108692501491186	0.11354985468118939	0.2976299844093194	0.5709623420648461	not prognostic
TCIRG1	0.21184030500568157	-0.06937309976786721	0.49305370977923035	0.13982137619958077	0.37830788187212044	not prognostic
KDM8	-0.29215811421573623	-0.6313244334417909	0.04700820501031838	0.09135089191919421	0.29794700741440644	not prognostic
FCHSD1	-0.09989829622917938	-0.36157305301142495	0.16177646055306616	0.45431185247135286	0.6975568539145982	not prognostic
CHCHD6	-0.44629524567578804	-0.7091975471833918	-0.18339294416818436	0.000877304891714904	0.02517471376770364	favorable
LCA5	0.09622715209072041	-0.26566509540101024	0.45811939958245107	0.6022591877062864	0.802265512205681	not prognostic
CUTA	-0.1133247994356204	-0.36570504692015154	0.13905544804891073	0.3788208723996105	0.6398006547054731	not prognostic
MRPS18B	-0.17674724034934947	-0.4166372481553221	0.06314276745662314	0.14871897879767934	0.3905781804563283	not prognostic
ANAPC16	0.12068842953056434	-0.21109334730235507	0.4524702063634838	0.4758745388208272	0.7140111858660744	not prognostic
APEH	-0.5182088961050035	-0.8745172715525942	-0.1619005206574129	0.0043645254331719655	0.05754874256728808	not prognostic
ATP2B2	0.05837921826148955	-0.19285986676174272	0.30961830328472184	0.6488017811257384	0.829343567449848	not prognostic
TMEM147	-0.0016284947765938134	-0.303372658999969	0.30011566944678136	0.9915602896086055	0.9967930914962773	not prognostic
NAT10	0.5638674165959958	0.15443487866235794	0.9732999545296337	0.006949643272659542	0.07184775545048601	not prognostic
DHRS3	-0.03090381313103143	-0.28250582188957196	0.22069819562750911	0.8097575803517846	0.9130679618248775	not prognostic
ATP5H	-0.3430695701816616	-0.6232268254362958	-0.06291231492702737	0.016390821497634937	0.11446725808761746	not prognostic
LYRM2	-0.22375847457242168	-0.43821618419016856	-0.0093007649546748	0.04085828985110362	0.19022582893236123	not prognostic
TGFBR3	-0.1103565335921968	-0.4910716155939472	0.27035854840955353	0.569948175566874	0.7797594767497285	not prognostic
TIMM10	-0.08826839910730419	-0.32621242591487454	0.14967562770026616	0.46718070784261834	0.7062932923530838	not prognostic
TDRP	0.08742765394856587	-0.16105788072517635	0.3359131886223081	0.4904472146819173	0.7236278696518138	not prognostic
SLC25A23	-0.3281681831887933	-0.6654024264268334	0.00906606004924676	0.05648522427271868	0.2293479423644673	not prognostic
SEC24D	-0.04476249827694684	-0.2838243684207483	0.19429937186685467	0.7136278227963873	0.865029772203636	not prognostic
GNPDA1	0.2274729847107644	0.011359970753207743	0.44358599866832105	0.03911363507679738	0.18498910451271366	not prognostic
HNRNPAB	0.10933828998738673	-0.21298191318154527	0.43165849315631877	0.5061374616185832	0.7341945388644159	not prognostic
GMIP	0.14707247617426703	-0.11466188058216417	0.4088068329306982	0.270751633932246	0.5437504213986987	not prognostic
OMA1	-0.30299518531456027	-0.5437622365975152	-0.062228134031605264	0.013642851525977339	0.10395272315921286	not prognostic
YTHDF3	0.0004785241185752196	-0.31121896511997177	0.31217601335712225	0.9975991887076959	0.9986030340451701	not prognostic
ARL2BP	0.07360108423792286	-0.1568896389681828	0.30409180744402853	0.5314052068213484	0.7500663434765146	not prognostic
RND3	0.11197418318034326	-0.19093448841512967	0.41488285477581616	0.4687425508197418	0.7078178541894331	not prognostic
RAB27A	0.20883750922221514	0.0024421754173677146	0.41523284302706254	0.047350087010649765	0.20841953245149822	not prognostic
KLHDC4	-0.1817465689740943	-0.4129985005901672	0.04950536264197858	0.12346682753035271	0.35226211181620387	not prognostic
NIPA2	0.1690102668461504	-0.1346882265954164	0.4727087602877172	0.2753902880466151	0.548391736850833	not prognostic
SUPT7L	-0.312308164804015	-0.6466679396026036	0.022051609994573618	0.06714519223557959	0.25226643142473526	not prognostic
NSUN2	0.21100550936334575	-0.1170184009809507	0.5390294197076422	0.2073911832437263	0.4687637625804296	not prognostic
CLN6	-0.013200122800156526	-0.31887028906070464	0.29247004346039157	0.9325480076381031	0.9739970033112385	not prognostic
CDS2	0.07095165950342276	-0.23652529427035274	0.37842861327719823	0.6510742618186267	0.8299968483642554	not prognostic
FAM96A	-0.26443177769427045	-0.5645629558310947	0.035699400442553875	0.08419745776256098	0.28381771059797006	not prognostic
GSE1	0.06687554011362606	-0.2703342989180333	0.4040853791452854	0.6974976750801098	0.8573169529094211	not prognostic
CHST13	-0.07290668590524746	-0.31534708779794296	0.16953371598744807	0.5555926840461607	0.7692887875448928	not prognostic
HNF4A	-0.18087190574716638	-0.47880885617152685	0.11706504467719409	0.23410252904516984	0.5001002010358878	not prognostic
MLKL	0.1493693832954515	-0.08429829875342446	0.38303706534432747	0.21024775187928463	0.47164823918196824	not prognostic
TRAF4	-0.04791060446912616	-0.36773070558905835	0.27190949665080605	0.769054310203921	0.891999383243387	not prognostic
ANGPTL4	-0.00218333465115097	-0.2691968247653853	0.2648301554630834	0.9872133532959018	0.9956653319880825	not prognostic
DLD	-0.39898729287164797	-0.6511442388515107	-0.14683034689178515	0.001927081108711171	0.03734449603093314	favorable
GFOD1	-0.4463601089829196	-0.784615653887935	-0.10810456407790431	0.00969962915781915	0.08771795944439884	not prognostic
C18orf21	0.04510814770802325	-0.41392448643348145	0.5041407818495279	0.8472711195201045	0.9309791768610082	not prognostic
DUSP6	0.13993889941942808	-0.1368933852531707	0.41677118409202685	0.3218012883743305	0.5945288763548041	not prognostic
CCDC90B	-0.5464613696690556	-0.8353072319656509	-0.2576155073724602	0.00020889081809080838	0.014497670498969049	favorable
TNFSF10	-0.08544928127959925	-0.39191856828046046	0.22102000572126193	0.5847401178043442	0.789500569250836	not prognostic
CYP20A1	0.04131568378391762	-0.2060991497645631	0.2887305173323983	0.7434459528718724	0.8791535617569507	not prognostic
IQCB1	0.23141525598748794	-0.1905577669848227	0.6533882789597986	0.2824335462444056	0.5548886415462285	not prognostic
PUSL1	-0.0640036798164036	-0.31340219537369807	0.18539483574089083	0.6149714495514572	0.807781600327787	not prognostic
MTHFR	-0.05905710463208118	-0.27621076044723	0.1580965511830676	0.5940115864432092	0.796016424700801	not prognostic
RAB3IL1	0.29995495789234244	0.07155002661399168	0.5283598891706932	0.010054729387014277	0.0896613468146801	not prognostic
LDLR	-0.058501109975391555	-0.29362553269725267	0.17662331274646959	0.6257928202165858	0.8145860888919879	not prognostic
NAT1	0.005207922851356282	-0.22544387898806004	0.23585972469077263	0.9647016744319554	0.9883252192687146	not prognostic
VARS2	-0.17432045900358079	-0.4218999882156488	0.07325907020848724	0.16758406916557508	0.41793319533130746	not prognostic
SERPINA10	-0.07979829288126469	-0.30169226152384643	0.14209567576131704	0.48090410413684914	0.7174694958069006	not prognostic
SEMA4G	-0.06693858436888488	-0.2795915757828965	0.14571440704512678	0.5372647544296081	0.7545304072797304	not prognostic
GTF3A	-0.25548879084566595	-0.5804717682586962	0.06949418656736434	0.12335419025809767	0.35227753281682567	not prognostic
BCCIP	0.2495437996361627	-0.048876698741445235	0.5479642980137707	0.10122326566506079	0.3159874119593059	not prognostic
EIF4A2	-0.13162281344024904	-0.38362337679754566	0.12037774991704761	0.3059713760400081	0.5796364218548863	not prognostic
KDM6A	0.08884685301341362	-0.13823284786625012	0.31592655389307733	0.4431692290819752	0.6887162138467148	not prognostic
MARS2	-0.33188434300315045	-0.5917063165860523	-0.07206236942024863	0.012294888009094965	0.09828226102270288	not prognostic
AHCY	-0.013428368599550261	-0.24985967650134341	0.22300293930224288	0.9113639860015241	0.9624253086425626	not prognostic
BUD31	0.05082671117038433	-0.27832712793652686	0.37998055027729555	0.7621563420065718	0.8875631802789851	not prognostic
CLDN23	-0.042150453114367235	-0.37010065767502753	0.2857997514462931	0.8011119639479096	0.9099664315180963	not prognostic
LIPG	0.02818965163723633	-0.23057878991384698	0.28695809318831966	0.8309260194720891	0.9228731735930547	not prognostic
ANKRD35	-0.12164150431383677	-0.37645930780128734	0.13317629917361382	0.34946819792928285	0.6169964062435159	not prognostic
ACO2	-0.3147069475513795	-0.5418968741411181	-0.08751702096164096	0.006628137985672999	0.06997844267185184	not prognostic
POLD1	0.22595398636246092	-0.017091067772294244	0.4689990404972161	0.06843402006445676	0.25422812516061466	not prognostic
LRRK2	0.21630672391963668	-0.1360771848796516	0.568690632718925	0.2289372874094454	0.4938977190787385	not prognostic
MYO5C	0.18581510203650137	-0.07508228854817367	0.4467124926211764	0.16273971583131758	0.4122831567169741	not prognostic
TOR1AIP2	-0.16742936780259005	-0.4303452090794171	0.095486473474237	0.2119801363956663	0.4736356778513602	not prognostic
TMEM87B	0.10518658751639559	-0.14156132558285842	0.35193450061564957	0.40342702810800934	0.6592228842217571	not prognostic
PLA2G15	-0.03914071779512066	-0.31076014324190104	0.2324787076516597	0.7776112092740664	0.8958889662373846	not prognostic
TRIM21	-0.2490676145996471	-0.4820361562979448	-0.01609907290134943	0.036134964561500144	0.17563319094414265	not prognostic
WDYHV1	0.0018175161465769564	-0.35252122023100085	0.3561562525241547	0.9919787789905946	0.996989897654108	not prognostic
SSU72	0.4219085715397268	-0.031874407592981546	0.8756915506724351	0.06841052018602738	0.2542463209736418	not prognostic
HOOK2	0.05406965349219738	-0.20913933369386656	0.31727864067826134	0.6872239616066627	0.8515870073722424	not prognostic
CLIP2	0.247779145320902	0.03966426419496935	0.45589402644683463	0.0196213828415133	0.1269293645809744	not prognostic
SUMO1	0.03351726868371416	-0.2636313488516697	0.3306658862190981	0.825032702407107	0.9192928170069483	not prognostic
PRPSAP2	-0.14880731887498216	-0.4819128248193966	0.1842981870694323	0.3812641704852472	0.6419894900045924	not prognostic
RAB11FIP4	-0.02253518145938149	-0.30914408822299516	0.2640737253042322	0.8775261798745775	0.945653814205235	not prognostic
SNTB2	-0.0336616136875605	-0.4139209418111309	0.34659771443600995	0.8622572764835853	0.9384621196641794	not prognostic
SIRT1	0.20846351762333518	-0.0655943513375711	0.4825213865842415	0.1359991441747104	0.372810881137839	not prognostic
PSMB9	-0.3996994700814837	-0.6703487780382433	-0.12905016212472414	0.0037975332693295674	0.05371139867347175	not prognostic
SLC25A44	-0.22909099473698546	-0.45293903598919116	-0.005242953484779739	0.044870106241712816	0.20166770139661386	not prognostic
SOCS6	0.06302191123677346	-0.43671840573041826	0.5627622282039652	0.8047768751536913	0.9112390746491714	not prognostic
SLFN11	-0.004559859393069124	-0.26601508814208336	0.2568953693559451	0.9727317225340746	0.9903192076242404	not prognostic
DCAF13	0.3207077147436872	-0.0172970597843492	0.6587124892717235	0.06293296969778156	0.24244357904657415	not prognostic
HAUS6	0.05466470094775372	-0.2426324440638306	0.35196184595933805	0.7185607174890165	0.8678367872223344	not prognostic
RABEP1	0.18815199631833412	-0.15706151243769018	0.5333655050743584	0.2854119289007697	0.5578024447606617	not prognostic
SET;SETSIP	0.19217684446419214	-0.12831161290505966	0.5126653018334439	0.23988768049514392	0.5076138982446285	not prognostic
SHQ1	0.11872923417771833	-0.23852078501975785	0.47597925337519453	0.5148021113502976	0.7402864283519459	not prognostic
POLG2	-0.21272689222773017	-0.45140864251973956	0.02595485806427919	0.08066639091610704	0.2758618020901094	not prognostic
CMAS	-0.058740470063177466	-0.2898384619834477	0.17235752185709274	0.6183547132380104	0.8096124228750962	not prognostic
CYB561A3	0.03339120157987109	-0.3749655851696513	0.44174798832939344	0.8726718421834427	0.9441729308843942	not prognostic
ACACA	0.1598282402679628	-0.07119982718739556	0.39085630772332114	0.17512184460991193	0.42814469546492123	not prognostic
CYTH4	-0.01667702328696742	-0.3338285222632398	0.30047447568930497	0.9179135206818034	0.966150922956053	not prognostic
C3AR1	0.21516601564640064	-0.1265251311187639	0.5568571624115652	0.2171257402327046	0.480337719867409	not prognostic
MERTK	-0.20738545995421734	-0.5551022334986926	0.14033131359025794	0.2424185508848602	0.5095969208903859	not prognostic
PITPNM2	-0.12742354733559502	-0.4230332579719474	0.16818616330075736	0.39819516153938406	0.6543761529482572	not prognostic
AOAH	-0.18892019570647173	-0.522235891984435	0.14439550057149153	0.26661608048542207	0.5398041086806837	not prognostic
TRPT1	0.06425703355603722	-0.20090805059177358	0.32942211770384805	0.6348190776568123	0.8202533124926311	not prognostic
UFM1	-0.2588599444288352	-0.5088092725143748	-0.008910616343295569	0.04237320261947677	0.194747065221856	not prognostic
IPO4	0.4096374793735517	0.0973925234744134	0.72188243527269	0.010131821909045975	0.09016918643309006	not prognostic
MTX3	-0.12035848344125402	-0.35895323284108105	0.11823626595857303	0.3228106319328038	0.595410710279026	not prognostic
RAPGEF5	-0.460981435388225	-0.7965647908445808	-0.1253980799318692	0.007095097358126333	0.07268009913879298	not prognostic
MRPS5	-0.12635587190906686	-0.3707468647080797	0.11803512088994597	0.3108942913631197	0.5838969143222175	not prognostic
PTRH2	0.0007725673023803898	-0.24690357255101264	0.24844870715577344	0.9951220471275476	0.9980203526305516	not prognostic
SMCHD1	0.5409377232420266	0.18940513656753355	0.8924703099165197	0.00256142453782485	0.04384786594100551	unfavorable
CDC42EP4	-0.07533733591669657	-0.32223119237250064	0.17155652053910747	0.5497968578355966	0.765406821365588	not prognostic
CDH2	-0.515888317267039	-0.8098175007577664	-0.2219591337763116	0.0005816693578087592	0.021169454310820412	favorable
RALY	0.3614707606813867	0.01640612512715417	0.7065353962356193	0.04005797128562075	0.18757270759422728	not prognostic
UBAC1	0.07864176764847193	-0.20871185604016013	0.36599539133710396	0.5916856216466135	0.7945644773664513	not prognostic
KIN	0.6337139880155221	0.24212257282607386	1.0253054032049704	0.0015148805419410165	0.03399179321302737	unfavorable
A1BG	-0.019209193962468545	-0.23536993149713684	0.19695154357219977	0.8617296342262422	0.9383441273689548	not prognostic
HEXDC	-0.46873444768970823	-0.7645168517569922	-0.17295204362242417	0.0018963131966827683	0.03715031083129283	favorable
SMIM7	0.04477474942930937	-0.2314514391787164	0.32100093803733515	0.7507129611319345	0.8834296978199541	not prognostic
IAH1	-0.09017069133032597	-0.3351745512866137	0.1548331686259618	0.47069979211367896	0.7096960658123556	not prognostic
DNAAF2	-0.15025498346806151	-0.4671377781921632	0.16662781125604012	0.3527088249700996	0.6195413203761627	not prognostic
DDX59	0.15142343494864952	-0.1527483324150546	0.4555952023123536	0.32920649427820126	0.6002822287724513	not prognostic
MRPS30	0.25665146985822823	-0.0406103454110584	0.5539132851275148	0.09060708114904023	0.296710021041462	not prognostic
TSPAN33	-0.2855710305244973	-0.5743374403120138	0.0031953792630193267	0.052589587068684905	0.22146499201596234	not prognostic
PSTPIP2	-0.2350030114332256	-0.4624625464954871	-0.007543476370964114	0.04287102994865854	0.19612893772628506	not prognostic
MRPL23	-0.12632263920630613	-0.427074483947402	0.17442920553478977	0.4103774346486968	0.6646362468179781	not prognostic
PML	-0.16252943885730045	-0.4024002072911572	0.07734132957655629	0.18417333334563785	0.44135542115725257	not prognostic
ANGEL2	-0.05441760698622476	-0.3543189945254892	0.24548378055303965	0.722111132029412	0.8694272411322386	not prognostic
GLTSCR2	-0.04262730945148541	-0.3135269492973754	0.2282723303944046	0.7577708417084816	0.8862602672522581	not prognostic
SPAG5	0.20118802694615015	-0.0772883525423452	0.4796644064346455	0.15677683595472355	0.4042693007784101	not prognostic
TCHP	0.005363333144776845	-0.2805564529120408	0.29128311920159444	0.9706721054153497	0.9895726895677095	not prognostic
NCOA4	-0.30677743430843873	-0.5789526711221582	-0.03460219749471927	0.027165027319650033	0.15059349200794225	not prognostic
C2orf49	0.18168529702577613	-0.17071362224949688	0.5340842163010491	0.3122591547862397	0.5846207053118369	not prognostic
LPIN2	-0.302365226835245	-0.6118987213425424	0.007168267672052309	0.0555467817708391	0.2278105071893369	not prognostic
ISG20L2	0.14740096664263133	-0.1818419123177055	0.47664384560296813	0.3802316755898202	0.6412157075825315	not prognostic
TRIM27	0.1278903953297691	-0.15002070158849745	0.40580149224803563	0.3670860000680669	0.6304471434125077	not prognostic
CCDC102A	-0.1060842475226728	-0.4353898470578094	0.2232213520124638	0.5277834845287996	0.7483759165325219	not prognostic
SLC4A7	0.28732644638849564	0.06721040781339613	0.5074424849635951	0.01051487203527607	0.09157553436948118	not prognostic
PPP2R5C	-0.188740191708078	-0.5087980873001545	0.1313177038839986	0.2477616149217265	0.5161027776626843	not prognostic
CCDC88C	0.439716598356554	0.13099491834726684	0.7484382783658412	0.005244748983139007	0.0628597558849311	not prognostic
RRP1	0.15414405374662205	-0.14771099014529732	0.4559990976385414	0.31689104594200235	0.5888595961641235	not prognostic
AGAP1	0.003794952348453952	-0.29105056121639333	0.29864046591330123	0.9798741656149337	0.99239970641974	not prognostic
DHX34	0.16857222323549687	-0.16628257929108925	0.503427025762083	0.3237981467910955	0.5969861631426437	not prognostic
NOP16	-0.01079048912694669	-0.27419560120004655	0.25261462294615317	0.936006087170882	0.9754466882133519	not prognostic
ATP5O	-0.3909880610070583	-0.6596589035512381	-0.12231721846287852	0.004340783985611396	0.057660295286615475	not prognostic
HEXIM2	-0.2631730586495343	-0.58990076013575	0.06355464283668144	0.11440158777129901	0.3398266142390312	not prognostic
AMOTL1	-0.2482966164621971	-0.5341941959987003	0.037600963074306076	0.08871947828250733	0.29234651787386384	not prognostic
SRPRB	0.28674873962092656	-0.028934734097131987	0.6024322133389851	0.07502381290623124	0.26739179814868164	not prognostic
DNLZ	-0.1810446227348715	-0.44989736437775263	0.08780811890800963	0.1868905083420956	0.44418123737371434	not prognostic
LIN37	0.3447713531039773	-0.06399381610215105	0.7535365223101056	0.09830566792438315	0.3115506707706203	not prognostic
RPL37A	0.017219404251097276	-0.3023826666153925	0.336821475117587	0.9159011311925445	0.9651674702880003	not prognostic
ARL6IP5	-0.4164182908916764	-0.7430177385956701	-0.08981884318768274	0.012455202360658764	0.09903323866339069	not prognostic
MRPL47	-0.11745981518204182	-0.40812962724392976	0.1732099968798461	0.42834760476594036	0.6773218130465319	not prognostic
BID	-0.10397461698098259	-0.34281196021824084	0.13486272625627566	0.3935240669583945	0.6502807256327992	not prognostic
TAZ	0.023862740511536085	-0.21942418323180515	0.2671496642548773	0.8475521743101168	0.931173716603077	not prognostic
SFXN4	-0.19458330419149875	-0.45158976141326657	0.0624231530302691	0.13783092350465415	0.37519010584894147	not prognostic
SNRPB	0.28342948774377813	-0.11109172758174563	0.6779507030693019	0.1591117688625336	0.4072406136724595	not prognostic
HYKK	-0.5068679056060961	-0.8971752735669951	-0.11656053764519708	0.010918910056598577	0.09310190641593054	not prognostic
NAB2	0.07748214018426453	-0.26469908877650333	0.4196633691450324	0.6571825929135526	0.8329212562790256	not prognostic
ANKRD16	0.13965275021653079	-0.18885198740343773	0.4681574878364993	0.4047247102704624	0.6602588066784711	not prognostic
AP4M1	0.03015261918298559	-0.32068802879545477	0.3809932671614259	0.8662316513321339	0.9406151575957058	not prognostic
PALD1	0.00351675908757986	-0.2846888783673766	0.29172239654253634	0.9809196252612956	0.9931214977908379	not prognostic
RANGAP1	0.25710027203016717	-0.06688808686638437	0.5810886309267187	0.11986862795078151	0.3475336224233636	not prognostic
LLGL2	-0.2534529778991724	-0.5254891263227478	0.018583170524402948	0.06783879998753813	0.2532780551661505	not prognostic
ABI2	0.03394800554445417	-0.24393695714585925	0.3118329682347676	0.8107641575871777	0.9139727402263915	not prognostic
TMEM194A	0.3659353264491014	0.07575280910648913	0.6561178437917137	0.01345035075257657	0.10354341383303357	not prognostic
ABCB7	-0.2916145410553492	-0.5365424187229227	-0.046686663387775634	0.01961875182325786	0.12700411068230485	not prognostic
NFIB	-0.13357813236040256	-0.34210410802567415	0.07494784330486903	0.20929040801934368	0.47056178377628927	not prognostic
AFF1	0.10478383023176199	-0.2840597844302749	0.49362744489379895	0.5973867012431993	0.7985074852538614	not prognostic
MCU	0.0559302505612277	-0.18540888344803222	0.2972693845704876	0.6496698473669777	0.8295057249681335	not prognostic
SLC43A2	-0.04380395029661275	-0.29306373332156194	0.20545583272833642	0.7305180501016648	0.8737913296673622	not prognostic
TMEM222	-0.02121028729504448	-0.3000643250764794	0.25764375048639043	0.8814909620890368	0.9473038751150097	not prognostic
PLD2	-0.2596343536191742	-0.643591232792935	0.12432252555458662	0.1850579137940151	0.4421733392574905	not prognostic
CELF2	-0.058802544414453845	-0.323498827982718	0.2058937391538103	0.6632663324651309	0.8364873185744918	not prognostic
MIOS	-0.33174165330505495	-0.738682879031167	0.07519957242105707	0.11009241713548593	0.33175947849680426	not prognostic
GGT7	-0.11609322556227891	-0.3661467688508062	0.1339603177262484	0.36284398759549796	0.6268896605446727	not prognostic
GARS	0.2084983858087664	-0.050942760243084195	0.467939531860617	0.1152301813899566	0.3411560231429502	not prognostic
EHD4	-0.48773135976788295	-0.8554195922752801	-0.12004312726048588	0.009326329927434453	0.08546431099316343	not prognostic
PTBP3	0.5089059169967	0.14624354717847998	0.8715682868149199	0.005953724187953845	0.06679660733678042	not prognostic
ZBTB11	-0.152730776151419	-0.6118629603155468	0.3064014080127087	0.5144115185290472	0.7400813635530387	not prognostic
GTPBP3	-0.10049796832077022	-0.33132744190246705	0.13033150526092657	0.3934794893586657	0.6504471691706304	not prognostic
BRF1	-0.0528745695807086	-0.2999201843176432	0.19417104515622602	0.6748607614303634	0.8452753773203754	not prognostic
C8G	0.15675117684911213	-0.07033377656381415	0.38383613026203844	0.17608275665733103	0.42955556412890594	not prognostic
CDK10	-0.01477784235740349	-0.3364725152402626	0.30691683052545565	0.9282587622035983	0.9718981052518788	not prognostic
CREG1	-0.16308384018406155	-0.4258635003760858	0.0996958200079627	0.22384232889161912	0.4884378188073766	not prognostic
RHOQ	0.0758916766294108	-0.27702139065667364	0.4288047439154953	0.6734063640660538	0.8443987643534145	not prognostic
MTPN	0.19806544903496923	-0.16067063698201786	0.5568015350519563	0.279192208545482	0.5517898108405519	not prognostic
NADSYN1	-0.007720863334713184	-0.23805051452617232	0.22260878785674593	0.9476168245677955	0.9801309415845048	not prognostic
RAB39A	0.12020881702280645	-0.15294755673699106	0.39336519078260396	0.38839717030150767	0.6467025973050768	not prognostic
NRP2	0.10804942878393976	-0.19411963460157228	0.4102184921694518	0.4834011730251432	0.7197556464483796	not prognostic
PUF60	0.37935192241856747	-0.06668543833314938	0.8253892831702843	0.09552696595376545	0.3055566009946631	not prognostic
TBC1D17	-0.31559680982037436	-0.5896403660164642	-0.041553253624284525	0.023998482837972714	0.14182073719364335	not prognostic
XXYLT1	0.33515223703026664	0.04234051257348992	0.6279639614870434	0.024872684096952247	0.14403954768435542	not prognostic
MLPH	-0.2510563635609687	-0.5353082116798743	0.03319548455793686	0.08343828654366257	0.28274904595965594	not prognostic
TPST1	0.11658979638621547	-0.08074302695343641	0.3139226197258673	0.24686322481249642	0.5150702520965463	not prognostic
PAIP2	-0.1215511077850389	-0.39944229517525015	0.15634007960517232	0.39127974756837725	0.6492082246070573	not prognostic
PSMB7	-0.31301761171895204	-0.6286107768394857	0.0025755534015817205	0.051899221641508224	0.2202150385575465	not prognostic
ZNF106	-0.20493010764465228	-0.512088730501915	0.10222851521261037	0.19099242834182809	0.44821892816366626	not prognostic
PRDX6	-0.15265303776455594	-0.40431142317136526	0.09900534764225341	0.23448245791480715	0.5003149298644587	not prognostic
PPIG	0.12538374312272832	-0.24473635038256164	0.4955038366280183	0.5067112721195545	0.7347887948309638	not prognostic
CYFIP2	0.02892994553688742	-0.22584057701140117	0.283700468085176	0.8238782036851335	0.9186924346236145	not prognostic
DNAJA4	0.13910888925550022	-0.11951503933084204	0.39773281784184245	0.2917788517595532	0.5657994498166081	not prognostic
POGK	0.49436727428322796	0.18271320175345857	0.8060213468129973	0.0018770226777692811	0.037097094997943426	unfavorable
SLC25A19	0.10032535451303366	-0.1764071824219523	0.3770578914480196	0.4773591549773928	0.7151600593227239	not prognostic
CASP10	-0.045656066589484734	-0.3407725846658904	0.24946045148692092	0.7617247501859283	0.8874068560071068	not prognostic
